,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
677,"    Aperture Group, LLC","
As a Data Scientist, you should be experienced with and passionate about using data to drive strategy and product recommendations....","Chicago, IL",,Data Scientist,,,
678,    The Boston Consulting Group,"
Geospatial Analytics Specialists together with Data Engineers, Data Scientists, Scientific Modelers and Programmers as well Data Visualization Specialists are...","Chicago, IL 60654 (Loop area)",,Analytics Manager - GeoAnalytics,,,
679,    North Park University,"
Serve as EM&M Data Steward, providing direction on data collection, maintenance and assurance, creating data dictionary of all student related data points for...","Chicago, IL 60625 (Albany Park area)",,Enrollment Research & Data Analyst,,,
680,    University of Chicago,"
May oversee the work of lower-level statisticians or data archivists. Analyzes data and prepares tables for interim and final reports....","Chicago, IL",,Senior Statistician,,,
681,    BMW Technology Corporation,"
Carry out the research on context data intelligence that will impact the research communities around data and computing....","Chicago, IL",,Machine Learning Researcher - BMW Technology Corporation,,,
682,    All-In Analytics,"
This role will be responsible for leveraging analytics to train and evaluate models to gain insights to identify opportunities and solve business problems.","Chicago, IL",132500.0,Machine Learning Data Scientist,,,132500.0
683,    Grubhub,"
Informal understanding of data structures and computational complexity. Mine experiment data for issues and unidentified wins, then automate and develop tooling...","Chicago, IL 60602 (Loop area)",,Data Scientist,,,
684,    Northwestern University,"
Ensures data integrity. This includes database administration, data consolidation, data analysis and management reporting....","Chicago, IL",,Statistical Analyst,,,
685,    West Monroe Partners,"
HBase, Cassandra, Accumulo, Mongo, Neo4j, etc. Experience with ETL, data warehouse and reporting a plus Experience with data visualizations Experience with...","Chicago, IL 60606 (Loop area)",,Lead Data Scientist,,,
686,"    Orzota, Inc.","
1+ years of experience in big data projects as a data scientist and 3-5 years of experience in data analytics and data science using R and other tools like SAS,...","Chicago, IL",,R Data Scientist with Big Data Background,,,
687,"    Anthem, Inc.",DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....,"Chicago, IL",,Data Scientist or Data Scientist Lead(Healthcare)-115937,,,
688,    CVS Health,"Accessing data, constructing and manipulating large datasets to support planned analyses, using SAS, SQL and similar tools....","Northbrook, IL",,"Predictive Modeling, Strategic Analytics",,,
689,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Chicago, IL",,Data Scientist – Predictive Analytics,,,
690,    Allstate Insurance,"We work collaboratively with both ‘product teams’ and data scientists in support of Allstate business goals. As a talented and bold engineer, you love to code,...","Chicago, IL",,Machine Learning Engineer - Connected Car,,,
691,"    Orzota, Inc.","Install patches and upgrades, provide support to end users and Data Scientists. Knowledge of integration with Big Data systems, particularly Cloudera Hadoop, is...","Chicago, IL",,SAS and R Admin on Linux,,,
692,    Workbridge Associates,"
Big data with Hadoop is a plus. A well-respected healthcare corporation that spun off of a major hospital and university is hiring for a Mid-Level Data...","Chicago, IL",95000.0,Data Scientist,,,95000.0
693,    Rise Interactive,"
Duties of the Data Scientist include:. We’re looking for a Data Scientist to help us build out our personalized marketing and analytics platforms....","Chicago, IL 60654 (Loop area)",,Data Scientist,,,
694,    OptionsHouse,"
As a Data Scientist, you should be experienced with and passionate about using data to drive strategy and product recommendations....","Chicago, IL 60604 (Loop area)",,Data Scientist,,,
695,    VivaKi,"
The Data Scientist is self-motivated, detail-oriented and inquisitive individual with interest and experience in researching, developing, and implementing...","Chicago, IL",,Data Scientist,,,
696,    Trunk Club,"
What type of work will the Data Scientist perform? Director of Data Science. Data Science helps drive Trunk Club. Why is Data Science important at Trunk Club?...","Chicago, IL 60654 (Loop area)",,Data Scientist (Chicago),,,
697,    Iris Mobile,"
Practical ability to visualize data, communicate about the data, and utilize it effectively. Develop machine learning models to better process our data....","Chicago, IL",,Data Scientist,,,
698,    Uptake,"
As a Product Analyst for Data Platform, you’ll work closely with data scientists, engineers, and industry experts to design products that solve complex problems...","Chicago, IL",,Product Analyst- Data Platforms,,,
699,    Mintel,"
Expertise reading and interpreting consumer research data. Expertise working with syndicated sales data, such as IRI or ACNielsen....","Chicago, IL 60606 (Loop area)",,Research Analyst-Food,,,
700,    Erikson Institute,"
Maintain well-organized data files; Download, enter, and clean data; Participate in developing data analysis plans;...","Chicago, IL 60654 (Loop area)",,Research Analyst,,,
701,    Kemper Corporation,"
The Kemper Services Group is seeking more Data Scientists for our team. Ability to work with various data formats – from delimited text files to ODBC...","Chicago, IL",,Associate Data Scientist,,,
702,"    Anthem, Inc.",DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....,"Chicago, IL",,Data Scientist or Data Scientist Lead(Healthcare)-115937,,,
703,    CVS Health,"Accessing data, constructing and manipulating large datasets to support planned analyses, using SAS, SQL and similar tools....","Northbrook, IL",,"Predictive Modeling, Strategic Analytics",,,
704,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Chicago, IL",,Data Scientist – Predictive Analytics,,,
705,    CVS Health,"Accessing data, constructing and manipulating large datasets to support planned analyses, using SAS, SQL and similar tools....","Northbrook, IL",,"Predictive Modeling, Strategic Analytics",,,
706,"    Orzota, Inc.","Install patches and upgrades, provide support to end users and Data Scientists. Knowledge of integration with Big Data systems, particularly Cloudera Hadoop, is...","Chicago, IL",,SAS and R Admin on Linux,,,
707,    University of Chicago,"
Staff Scientist - Shuman Lab:. Prepares presentation materials derived from experiments and data analysis. Plans, executes, facilitates and promotes advanced...","Chicago, IL",,Staff Scientist - Shuman Lab,,,
708,    Mintel,"
Research, data, financial services, analyst, Excel, reporting, PowerPoint. The successful candidate will be able to check, produce, and deliver reports using...","Chicago, IL 60606 (Loop area)",,Research Analyst,,,
709,    Hirewell,"
Practical ability to visualize data, communicate about the data and utilize it effectively. You will be addressing challenging data science problems by...","Chicago, IL",85000.0,Data Scientist,,,85000.0
710,    Conversant Media,"
Alliance Data will. Alliance Data is an. Experience with large data sets. Epsilon is an Alliance Data company....","Chicago, IL 60606 (Loop area)",,Data Scientist,,,
711,    Chicago Cubs,"
Analytics, data, big data, analytical, analytic, data scientist. Intermediate to advanced programming skills enabling the individual to extract and manipulate...","Chicago, IL",,"Assistant Director, Advanced Analytics",,,
712,    Northern Trust Corp.,"
Assist senior analysts by collecting and analyzing data, and by participating in manager evaluations. For more than a century, Northern Trust has worked hard...","Chicago, IL",,"Associate Analyst, Alternative Investment Research",,,
713,    Gallup,"
Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Chicago, IL",,Data Scientist – Predictive Analytics,,,
714,    The Boston Consulting Group,"
Data Engineers, together with Data Scientists, Scientific Modelers, Scientific Programmers, Data Visualization Specialists as well Geospatial Analysts, are the...","Chicago, IL 60654 (Loop area)",,Senior Knowledge Analyst - Data Engineering,,,
715,    Orbitz,"
SEM Data Scientist. Experienced dealing with big data. Experienced in data modeling, reporting and business intelligence....","Chicago, IL 60661 (Near West Side area)",,SEM Data Scientist,,,
716,    Etech Hi Inc.,"
Experience with medical or clinical data is a plus. Oversee all program analytics including risk adjusted benchmark reports, external data validation,...","Chicago, IL",85000.0,Sr. Statistician,,,85000.0
717,    Allstate Insurance,"We work collaboratively with both ‘product teams’ and data scientists in support of Allstate business goals. As a talented and bold engineer, you love to code,...","Chicago, IL",,Machine Learning Engineer - Connected Car,,,
718,"    Anthem, Inc.",DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....,"Chicago, IL",,Data Scientist or Data Scientist Lead(Healthcare)-115937,,,
719,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Chicago, IL",,Data Scientist – Predictive Analytics,,,
720,    CVS Health,"Accessing data, constructing and manipulating large datasets to support planned analyses, using SAS, SQL and similar tools....","Northbrook, IL",,"Predictive Modeling, Strategic Analytics",,,
721,"    Anthem, Inc.",DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....,"Chicago, IL",,Data Scientist or Data Scientist Lead(Healthcare)-115937,,,
722,    Allstate Insurance,"We work collaboratively with both ‘product teams’ and data scientists in support of Allstate business goals. As a talented and bold engineer, you love to code,...","Chicago, IL",,Machine Learning Engineer - Connected Car,,,
723,    NorthShore University HealthSystem,"
The team includes clinicians, data scientists, programmers and experts in data visualization and geographical information systems....","Skokie, IL 60077",,Data Scientist,,,
724,    Centro,"
We are seeking a talented Data Scientist who can help transform the data created from these activities into actionable information....","Chicago, IL",,Data Scientist,,,
725,"    ARRIS Group, Inc.","
As a data scientist / developer working in the architecture group, you’ll be part of a team that’s looking at advancing and building on the existing data...","Lisle, IL",,Data Scientist,,,
726,    Eyeview,"
Aptitude in displaying and communicating data analysis. Eyeview is looking for a Data Scientist, Campaign Insights to work with the sales and analytics teams to...","Chicago, IL",,"Data Scientist, Campaign Insights",,,
727,    Workbridge Associates,"
Data, Analytics, Scientist, Science, Python, R, SAS, SQL, Hadoop, Tableau, Analysis, Healthcare, Hospital, University, Career, Job, Chicago, IL,....","Chicago, IL",105000.0,Mid-Level Data Scientist,,,105000.0
728,    Etech Hi Inc.,"
Create annual/quarterly reports to monitor data quality and provide descriptive reports on datasets. Provide statistical consulting for the development and...","Chicago, IL",71000.0,Statistician,,,71000.0
729,    Alliance Data,"
Experience with large data sets. Epsilon is an Alliance Data company. As a Data Scientist in our Decision Sciences R&D organization, you will research and build...","Chicago, IL 60601 (Loop area)",,Data Scientist,,,
730,    Mattersight,"
The Data Scientist role will be based out of Mattersight’s Chicago location; The Data Scientist responsibilities include, but are not limited to, the following...","Chicago, IL",,Data Scientist,,,
731,    Raise Marketplace Inc.,"
Knowledge of data warehouse, data model design and implementation. Pull reports and model data from Raise’s customized BI platform and data warehouse....","Chicago, IL 60603 (Loop area)",,Data Analyst,,,
732,    Teradata,"
Mentor other data scientists. As a Principal Data Scientist, you will:. Ideal Principal Data Scientist candidates have this additional experience:....","Chicago, IL 60661 (Near West Side area)",,Think Big Principal Data Scientist,,,
733,"    Orzota, Inc.","Install patches and upgrades, provide support to end users and Data Scientists. Knowledge of integration with Big Data systems, particularly Cloudera Hadoop, is...","Chicago, IL",,SAS and R Admin on Linux,,,
734,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Chicago, IL",,Data Scientist – Predictive Analytics,,,
735,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Chicago, IL",,Data Scientist – Predictive Analytics,,,
736,    CVS Health,"Accessing data, constructing and manipulating large datasets to support planned analyses, using SAS, SQL and similar tools....","Northbrook, IL",,"Predictive Modeling, Strategic Analytics",,,
737,"    Orzota, Inc.","Install patches and upgrades, provide support to end users and Data Scientists. Knowledge of integration with Big Data systems, particularly Cloudera Hadoop, is...","Chicago, IL",,SAS and R Admin on Linux,,,
738,    Groupon,"
Data mining, machine learning, statistical analysis, modeling, and personalization technology development;...","Chicago, IL 60654 (Loop area)",,Data Scientist - Groupon Getaways,,,
739,"    Anthem, Inc.","
DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....","Chicago, IL 60601 (Loop area)",,Data Scientist or Data Scientist Lead(Healthcare)-115937,,,
740,    Technocraft solutions LLc,"
Data Scientist with Neural Network and AI:. NEED LOCAL US CITIZEN OR GREEN CARD ONLY (FACE TO FACE INTERVIEW)*....","Chicago, IL",,Data Scientist (USC/GC only),,,
741,    Brad's Deals,"
Brad’s Deals is looking for an experienced data scientist to join our team. Develop recommender systems based on behavioral data....","Chicago, IL",,Data Scientist,,,
742,    The Marketing Arm,"
You are responsible for making the data come to life and tell a useful story. You are familiar and enjoy working with financial and statistical data and models....","Chicago, IL",,Associate Research Analyst,,,
743,"    Amazon Web Services, Inc.","
Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?...","Chicago, IL",,Data Scientist - Chicago,,,
744,"    Vizient, Inc.","
Conducts exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities....","Chicago, IL",,Data Scientist,,,
745,    Kaplan,"
Metis Senior Data Scientists provide incredible and inspiring Data Science instruction; We are looking for Senior Data Scientists to be part of the Metis Data...","Chicago, IL",,Senior Data Scientist,,,
746,    PeopleAdmin,"
Data Analysis and Interpretation. Experience extracting data from databases. Collaborate with project teams and site-based stakeholders to ensure that desired...","Chicago, IL",,Research Scientist,,,
747,    Northwestern University,"
Completes data cleaning and organizes data files for analysis. Performs data analysis using statistical techniques....","Chicago, IL",,Research Data Analyst,,,
748,    Allstate Insurance,"We work collaboratively with both ‘product teams’ and data scientists in support of Allstate business goals. As a talented and bold engineer, you love to code,...","Chicago, IL",,Machine Learning Engineer - Connected Car,,,
749,"    Anthem, Inc.",DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....,"Chicago, IL",,Data Scientist or Data Scientist Lead(Healthcare)-115937,,,
750,    Chegg,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s revenue driving technology initiatives....","New York, NY",,"Sr. Data Scientist, Learning Services",,,
751,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","New York, NY",,Data Scientist – Predictive Analytics,,,
752,"    Discovery Communications, Inc.","
Create and maintain tools to track and trend L3 data and other new data sources. Provide support to the Animal Planet Research team by compiling and analyzing...","New York, NY",,Sr. Research Analyst,,,
753,    Cold Spring Harbor Laboratory,"
Mine and organize data sets of both structured and unstructured data. We are currently seeking a Data engineer/analyst with expertise in big image data and a...","Cold Spring Harbor, NY 11724",,Data Engineer / Computational Scientist,,,
754,    Spring,"
This role will report to our Lead Data Scientist and will help increase the overall bandwidth of the team....","New York, NY 10016 (Gramercy area)",,Data Scientist,,,
755,    Columbia University,"
He/she will perform project-specific tasks with post-doctoral scientists and fellows/clinicians, help with data management and back-up and assist with...","New York, NY",,Data Analyst - Cardiology,,,
756,    Datacom Technology Group,"
They will report directly to the company founders and manage other Data Scientists. Political Analytics firm looking for a full time data scientist to work out...","New York, NY 10018 (Clinton area)",200000.0,Data Scientist,,,200000.0
757,    Access Staffing,"
Hands-on knowledge in Data Science and Statistical concepts, hands on excellent development skills in Spark, Python, Perl, hands on knowledge on Hadoop file...","New York, NY 10017 (Midtown area)",,Data Scientist - We cannot us subcontractors,,,
758,    AiCure,"
Continuously stay up to date on advances in the research community (e.g., by experimenting with different Deep Learning models, data sets, algorithms, etc)....",New York State,,Computer Vision Research Scientist,,,
759,    Dataminr,"
You're a dedicated data scientist who wants nothing more than to help us sort, analyze and deliver relevant information from terabytes of unstructured data in...","New York, NY",,Data Scientist,,,
760,    Empiric Solutions,"
Our client is looking for a Data Scientist with strong analytical skills to join their fast-paced, execution-oriented Data Analyst team....","New York, NY 10173 (Midtown area)",,Data Scientist - Telecoms/Media,,,
761,    Celmatix,"
We seek a Research Scientist to join our growing interdisciplinary team of biologists, bioinformatics scientists, and data scientists....","New York, NY 10005 (Financial District area)",,Research Scientist,,,
762,"    AbilTo, Inc","Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...","New York, NY",,Data Scientist,,,
763,    Uber,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,"New York, NY",,Data Scientist - Monitoring & Anomaly Detection Platform,,,
764,    UncommonGoods,"We’re looking for a passionate Data Analyst that can rigorously analyze data and translate it into actionable insight that informs product, marketing, and...","New York, NY",,Junior Data Scientist,,,
765,    Chegg,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s revenue driving technology initiatives....","New York, NY",,"Sr. Data Scientist, Learning Services",,,
766,    Lancer Insurance Company,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,"Long Beach, NY",,Data Scientist & Analytics Developer,,,
767,    Xaxis,"
Mentor less-experienced members of the team toward becoming better data scientists. The Xaxis Product and Engineering organization is seeking an experienced...","New York, NY",,Senior Data Scientist,,,
768,    Empiric Solutions,"
Our client is looking for a driven and enthusiastic Data Scientist to join our fast-paced, execution-oriented Product Development team....","New York, NY",140000.0,Data Scientist - Life Sciences,,,140000.0
769,    Connections of New York,"
Senior Data Scientist for a top social media company. Applied Data Scientist to develop data-driven algorithms to enhance user experience with machine learning,...","New York, NY",,Data Scientist Social Media,,,
770,    Intersection,"
This person will hire, manage, train and retain a team of data scientists. The data analytics manager will be responsible for aggregating, reporting and...","New York, NY",,Data Analytics Manager,,,
771,    Averity,"
Are you a Senior Data Scientist excited about the thought of starting a Data Science group in the arts and entertainment world?...","New York, NY",150000.0,Senior Data Scientist ($150k),,,150000.0
772,    Amazon Corporate LLC,"
You will apply your knowledge about data science by creating algorithmic solutions that combine techniques like clustering, pattern mining, predictive modeling,...","New York, NY",,Applied Scientist,,,
773,    Paperless Post,"
Decision science and data analytics. You’ll lead a team of six data scientists, developing a roadmap of initiatives that improve our decision-making, business...","New York, NY",,Director of Data Science and Analytics,,,
774,    Celmatix,"
We seek a Senior Data Scientist with deep expertise working with large clinical datasets to join our growing statistical / machine learning team....","New York, NY 10005 (Financial District area)",,Senior Data Scientist,,,
775,    NATIONAL GRID CO USA (NE POWER),"
Collaborate with Data Scientists and Quantitative Analysts. Deep web, image and remote sensing data, natural language data....","Brooklyn, NY",,Data Engineer (Associate/Senior/Lead),,,
776,    Direct Client,"
Or analytical role applying data mining, text analytics, visualizations or optimization modeling. At least 5 years of experience in strategy consulting, and...","Armonk, NY",,Data Scientist and Managing Strategy Consultant(Sr Managers),,,
777,    Uber,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,"New York, NY",,Data Scientist - Monitoring & Anomaly Detection Platform,,,
778,"    AbilTo, Inc","Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...","New York, NY",,Data Scientist,,,
779,    UncommonGoods,"We’re looking for a passionate Data Analyst that can rigorously analyze data and translate it into actionable insight that informs product, marketing, and...","New York, NY",,Junior Data Scientist,,,
780,    Chegg,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s revenue driving technology initiatives....","New York, NY",,"Sr. Data Scientist, Learning Services",,,
781,    Lancer Insurance Company,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,"Long Beach, NY",,Data Scientist & Analytics Developer,,,
782,    FactSet Research Systems,"
Just the right kind of work for a passionate data scientist and engineer. The candidate should be a creative data scientist and be interested in the financial...","New York, NY 10279 (Financial District area)",,Data Scientist,,,
783,    Analytic Recruiting,"
Data Scientist, Big Data, HPC, Machine Learning, Data visualization. Major asset management firm seeks an experienced investment Data Scientist to join a team...","New York, NY 10017 (Midtown area)",,Data Scientist – Investment Strategies,,,
784,    Tumblr,"
We are seeking a veteran Data Scientist, well-versed in data analysis and algorithm implementation, ready to be let loose on Tumblr’s many terabytes of data....","New York, NY",,Sr. Data Scientist - User & Product Analytics,,,
785,    Xaxis,"
Xaxis combines proprietary technology, unique data assets and exclusive media relationships with the brightest team of audience analysts, data scientists and...","New York, NY",,"Analyst, Strategy and Investment",,,
786,    PlaceIQ,"
Experience with Hadoop/Big Data paradigms. From building data pipelines to regression models/classification algorithms, complex data visualizations to...","New York, NY",,Data Engineer,,,
787,    SKIM,"
Are you seeking an analytically challenging market research position in a global team? Do you have a strong quantitative background and a passion for","New York, NY",,Quantitative Research Analyst- Healthcare,,,
788,"    Two Sigma Investments, LLC.","
A high impact role that works directly with data scientists, engineers, and quantitative analysts; Passion for tacking big data challenges....","New York, NY",,"Quantitative Software Engineer, Feature Modeling Analytics",,,
789,    Roc Search,"
I am currently looking for a Data Scientist to join a client based in Lower Manhattan. Experience working with spatial data, a plus....","New York, NY",,Data Scientist - Lower Manhattan,,,
790,    Kabbage,"
What it takes to be a Data Scientist at Kabbage. A day in the life of a Data Scientist at Kabbage. Work with multiple, complex data sources such as financial...","New York, NY 10001 (Chelsea area)",,Data Scientist,,,
791,    All-In Analytics,"
This role will be responsible for leveraging analytics to train and evaluate models to gain insights to identify opportunities and solve business problems.","New York, NY",132500.0,Machine Learning Data Scientist,,,132500.0
792,"    AbilTo, Inc","Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...","New York, NY",,Data Scientist,,,
793,    Uber,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,"New York, NY",,Data Scientist - Monitoring & Anomaly Detection Platform,,,
794,    UncommonGoods,"We’re looking for a passionate Data Analyst that can rigorously analyze data and translate it into actionable insight that informs product, marketing, and...","New York, NY",,Junior Data Scientist,,,
795,    Chegg,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s revenue driving technology initiatives....","New York, NY",,"Sr. Data Scientist, Learning Services",,,
796,    Lancer Insurance Company,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,"Long Beach, NY",,Data Scientist & Analytics Developer,,,
797,    General Assembly,"
Our Data Science Immersive course is a brand-new, life-changing educational experience where students leave with the skills and mindsets to take on new careers...","New York, NY 10010 (Gramercy area)",,Data Science Instructor Lead,,,
798,    Career Path Group,"
Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets and...","Manhattan, NY",,Data Scientist and Analytics Developer - Insurance,,,
799,    GroupM,"
Gain Theory has an opening in New York City, USA for a Data Scientist or Statistical Modeler. Gain Theory – Data Scientist/Statistical Modeler....","New York, NY",,Gain Theory – Data Scientist/Statistical Modeler,,,
800,Data Inc.,"
Knowledge of current trends in Big Data frameworks and Data pipeline architecture is preferred. Seeking a Data Scientist to work on a long term consulting...","New York, NY",,Data scientist - BC,,,
801,    PlaceIQ,"
You will interface regularly with our team of data scientists to uncover insights from advertising campaigns into coherent, data-driven narratives....","New York, NY",,Reporting Analyst,,,
802,    Verizon,"
Principal Data Scientist is part of a leading-edge predictive and prescriptive analytics team responsible for....","New York, NY 10010 (Gramercy area)",,Principal Data Scientist - Supply Chain,,,
803,    Bluecore,"
Data Science and Marketing. We’re looking for a highly motivated data scientist to join Bluecore at the intersection of two teams:....","New York, NY 10002 (Lower East Side area)",,Data Scientist,,,
804,"    Access Staffing, LLC","
Large investment firm in NYC is looking for a Data Scientist. Knowledge of current trends in Big Data frameworks and Data pipeline architecture is preferred....","New York, NY 10017 (Midtown area)",,Data Scientist - Long term consulting,,,
805,    Comcast,"
Collaborating with executive leaders and business owners, the Data Scientist will be leading teammates to solve business problems using broad spectrum of data...","New York, NY 10012 (Little Italy area)",,Principal Data Scientist,,,
806,"    Stemline Therapeutics, Inc.","
Develop, organize, and maintain system of data storage for company. Provide scientific and data mining support for nonclinical research or laboratory-based...","New York, NY 10022 (Midtown area)",,"Research Associate, R&D",,,
807,    Uber,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,"New York, NY",,Data Scientist - Monitoring & Anomaly Detection Platform,,,
808,"    AbilTo, Inc","Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...","New York, NY",,Data Scientist,,,
809,    UncommonGoods,"We’re looking for a passionate Data Analyst that can rigorously analyze data and translate it into actionable insight that informs product, marketing, and...","New York, NY",,Junior Data Scientist,,,
810,"    AbilTo, Inc","Data & Analytics Team. Data & Analytics team culture:. As a Data Scientist at AbilTo, you will work in a uniquely cross-functional capacity, helping teams...","New York, NY",,Data Scientist,,,
811,    Chegg,"As a Senior Data Scientist, you will work with an interdisciplinary group to improve Chegg’s revenue driving technology initiatives....","New York, NY",,"Sr. Data Scientist, Learning Services",,,
812,    Lancer Insurance Company,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,"Long Beach, NY",,Data Scientist & Analytics Developer,,,
813,    AT&T,"
Data Scientists will usually have a Master’s; Qualified candidates may be asked to submit a Research Statement (required for Inventive Scientist applicants) and...","New York, NY",,Senior Inventive Scientist (Labs Big Data Research),,,
814,    Goldman Sachs,"
Working closely with the global investment teams the Data Scientist will:. Understanding of database and data warehousing concepts (e.g., pivot tables, data...","New York, NY",,"Global Investment Research, Data Scientist",,,
815,    NBCUniversal,"
Serve as a senior data scientist for audience studio data products. You will be part of the Audience Studio Data Technology team, participating in the data...","New York, NY",,"Principal, Data Science",,,
816,    Poise Inc,"
Data Scientist | NY*. Our client is looking for a senior data scientist for our first-of-its-kind sales analytics platform, which combines a proprietary, active...","New York, NY",,Data Scientist,,,
817,    Northwell Health,"
As an Applications Analyst, you will participate in the design, development and implementation of healthcare applications. In this role, you will serve as an","Manhasset, NY",,"Applications Analyst (R Programming, Data Analysis & SQL skills)",,,
818,    Gilt Groupe,"
Machine Learning Data Scientist. Enjoy transforming raw data into features and predictors, and are experienced in statistical modeling and can robustly build,...","New York, NY 10016 (Gramercy area)",,Machine Learning Data Scientist,,,
819,    MLB Advanced Media,"
As a Senior Data Scientist at MLBAM, you will be a hands-on lead for data science in the organization. 2+ years of professional experience as a Data Scientist...","New York, NY 10011 (Chelsea area)",,Senior Data Scientist,,,
820,    Hudson's Bay Company (HBC),"
Candidate will also help to integrate additional sources of customer data to create a full picture of the customer and the opportunity....","New York, NY",,"Sr. Analyst, HBC Customer Research & Insights",,,
821,    Columbia University,"
The lab, integrates the full spectrum of computational and experimental approaches and techniques, with specific focus on high-throughput data generation....","New York, NY",,Associate Research Scientist,,,
822,    SecurityScorecard,"
You're a seasoned Data Scientist who loves difficult data problems and enjoy cyber security challenges. We are looking for an accomplished Data Scientist with...","New York, NY",,Data Scientist,,,
823,    Uber,Working on a cross functional team of data scientists and engineers to support Uber’s existing anomaly detection algorithms and building new anomaly detection...,"New York, NY",,Data Scientist - Monitoring & Anomaly Detection Platform,,,
824,    UncommonGoods,"We’re looking for a passionate Data Analyst that can rigorously analyze data and translate it into actionable insight that informs product, marketing, and...","New York, NY",,Junior Data Scientist,,,
825,    Lancer Insurance Company,Lancer Insurance Company is looking for a talented and motivated data scientist and analytics developer to help provide business insight from our data assets...,"Long Beach, NY",,Data Scientist & Analytics Developer,,,
826,    Start Up - Technology Company,"We are looking for developers with a variety of skills, including front end, back end, data analytics, iOS, and Android....","Scarsdale, NY",,developer,,,
827,    New York Genome Center,"
You will work as part of a team of analysts and scientists led by experienced bioinformatics scientists. Analyze sequencing data using established workflows;...","New York, NY 10013 (Tribeca area)",,Bioinformatics Analyst (Epigenomics and RNA),,,
828,    General Assembly,"
Working as a developer or data scientist. Recently voted Fast Company’s #1 Most Innovative Company in Education and #28 Most Innovative Company in the world,...","New York, NY 10010 (Gramercy area)",,R&D Manager,,,
829,    KPMG,"
Work with data scientist to identify data needs, sources, and structure to support client issues problem solving....","New York, NY 10154 (Midtown area)",,Big Data Analytics Business Consultant,,,
830,    Spotify,"
You have experience with a range of data science techniques including clustering, machine learning, and network analysis....","New York, NY 10011 (Chelsea area)",,Research Lead / Data Scientist,,,
831,    AllianceBernstein,"
C onduct quantitative and statistical research as well as portfolio management for various investment portfolios. Collaborate with Quantitative Analysts and","New York, NY 10105 (Midtown area)",122500.0,AVP/Quantitative Analyst,,,122500.0
832,    Gallup,"
Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","New York, NY",,Data Scientist – Predictive Analytics,,,
833,    NBCUniversal,"
Strong analytical skills, able to analyze qualitative and quantitative data with client needs in mind. Analyze and interpret ratings data across the NBC Owned...","New York, NY",,Research Analyst,,,
