,company,description,location,salary,title,hourly_salary,monthly_salary,annual_salary
4286,    Amaris,"
Amaris is an independent and international Consulting Group specialized in Management and Technologies. Amaris operates in over 45 countries delivering","Minneapolis, MN",,Lead statistical analyst in health economics,,,
4314,"    Beckman Coulter, Inc.","
Generates and prepares quality data reports. Productivity of medical professionals and scientists, supplying critical....","Chaska, MN",,Medical Complaint Handling Specialist,,,
4358,"    Beckman Coulter, Inc.","
Development Scientist II. Independently analyze simple to complex experimental data. Productivity of medical professionals and scientists, supplying critical....","Chaska, MN",,Development Scientist II,,,
4428,    Weston Solutions,"As the Munitions Response Project Engineer or Scientist you will serve as a technical lead supporting project managers on pursuing, planning, and delivering...","Lakewood, CO",,Munitions Response Project Engineer or Scientist,,,
4432,    Western Union,"
2-5 years of experience in Data Scientist, customer analytics, data mining and. In this role, you will be a Data Scientist, and be responsible for analyzing US...","Englewood, CO 80112",,"Manager, Customer Analytics/Data Scientist",,,
4448,    AT&T,"
Success will be measured by your understanding of the business’s data requirements and fostering a solution with design of data integration for data...","Greenwood Village, CO",,Senior Data Analysis Business Intelligence Solutions Analyst,,,
4451,    xentity corporation,"
----Perform data cleansing and data auditing as necessary to ensure data quality. Collaborate with business areas and data owners to successfully implement and...","Denver, CO",,Business Intelligence Solution Architect,,,
4460,"    Truven Health Analytics, Inc. & Simpler Consulting","
Perform literature reviews using electronic databases such as Medline and EMBASE, search the gray literature, assist in the preparation of research protocols,...","Greenwood Village, CO 80111",,Senior Research Analyst,,,
4464,    University of Colorado,"
Well organized with data collection. Maintaining electronic records of experimental data and outcomes. Cara Mack is a physician scientist with over 12 years...","Aurora, CO",,Professional Research Assistant (PRA),,,
4465,    University of Colorado,"
Of, data management from human studies. Strong work ethic and a commitment to becoming an independent scientist. Of Colorado – School of Medicine....","Aurora, CO",,Post-Doctoral Fellow,,,
4468,    KPMG,"
Eight years of professional experience working as a Data Scientist. Machine learning, data visualization, statistical modeling, data mining, or information...","Denver, CO 80202 (Lodo area)",,"Manager - Data Scientist, Big Data",,,
4474,    TeleTech,"
Collaborate with business analysts and data scientists in eliciting and articulating solution requirements;...","Englewood, CO",,Head of Global Insights & Analytics,,,
4477,    Leidos,"
Description: You will conduct operations research on combat modeling methods, and the applications of analytic techniques to a variety of military planning","Englewood, CO",,Operations Research Analyst,,,
4479,    Atara Biotherapeutics,"
Lead Scientist - Preclinical & Translational Science. Presents data in internal and external forum. The Lead Scientist will also have the opportunity to...","Aurora, CO",,Lead Scientist - Preclinical & Translational Science,,,
4482,    Diagnostic Laboratories and Radiology,"
Monitors daily Quality Control data and submits them on a monthly basis. The Clinical Laboratory Scientist works under the supervision of the Lead Clinical...","Aurora, CO",,Clinical Laboratory Scientist,,,
4483,    Leidos,"
Description: You will conduct research and analysis that employs a combination of advanced operations research methods in the study of complex and national","Englewood, CO",,Sr. Air Force Operations Research Analyst,,,
4489,    University of Colorado,"
Of experimental results, data and statistical analyses. Experiments, collecting and analyzing data for grants and publications....","Aurora, CO",,Postdoctoral Fellow/Trainee,,,
4490,    Comcast,"
Three years of experience performing data analysis across multiple data domain. Fluent in data modeling. Lead troubleshooting and analytic efforts into viewing...","Englewood, CO 80112",,Sr Big Data Analyst,,,
4491,    Denver Health,"
Functions largely independently but reports to a more senior scientist. Two years of scientific research related experience, knowledge & competence with grant...","Denver, CO 80204 (Central West Denver area)",93645.0,Assistant Research Scientist - RADARS,,,93645.0
4492,    DISH Network,"
Collect, report on, model, analyze, and present large amounts of data with meticulous attention to detail. Conduct long-term and short-term data analysis with a...","Littleton, CO",,Quantitative Analyst,,,
4498,    Ball Aerospace,"
Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....","Aurora, CO",,Software Engineer I (659035),,,
4508,    Children's Hospital Colorado,"
Conducts complex research budgeting and accounting functions, including the gathering, analyzing and presentation of financial information, as well as...","Aurora, CO 80011 (Norfolk Glen area)",,Financial Analyst - Research Institute,,,
4511,    S&P GLOBAL MARKET INTELLIGENCE,"
Consistently make sound data collection decisions. Many of the reports we analyze are lengthy and research to locate specific data points is a very specialized...","Centennial, CO 80111",,ANALYST-DATA RESEARCH I,,,
4519,    University of Colorado,"
Shooting and data analysis. Well organized with data collection. Cara Mack is a physician scientist with over 12 years experience in....","Aurora, CO",70000.0,Senior PRA,,,70000.0
4527,    Atara Biotherapeutics,"
Asst/Assoc Scientist - Preclinical & Translational Science. Expertise and rote familiarity with coculture techniques, flow analysis, molecular biology skills,...","Aurora, CO",,Asst/Assoc Scientist - Preclinical & Translational Science,,,
4536,    Leidos,"
Description: JOB SUMMARY: Conduct research and analysis that employs a combination of advanced operations research methods in the study of complex and","Englewood, CO",,Senior Technical Research Analyst,,,
4539,    Lifetime Fitness,"
Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....","Parker, CO",,Ultimate Hoops Statistician,,,
4541,    Technocraft Solutions,"
Data Scientist Role_*. A successful Data Scientist will have the following:. The Data Scientist role will entail gathering and interpreting business needs,...","Englewood, CO",,Data Scientist Role,,,
4542,    Atara Biotherapeutics,"
Cell Therapy Process Development Scientist IV. Demonstrated ability to maintain detailed lab execution records and perform data analysis....","Aurora, CO",,"Research Associate I, Cell Therapy Process Development",,,
4550,"    Claridyne Inc.,","
A successful Data Scientist will have the following:. The Data Scientist role will entail gathering and interpreting business needs, architecting and executing...","Englewood, CO",,Data Scientist,,,
4554,    Children's Hospital Colorado,"
The RRA 1 will assist with the development of data visualization and data display. Experience with electronic health record data preferred....","Aurora, CO 80011 (Norfolk Glen area)",,Research Registry Analyst,,,
4556,    Pearson,"
Data structures, data representation, data cleaning, data governance, and research database design\. We are looking for a highly motivated, collaborative data...","Centennial, CO",,Senior Data/Research Scientist,,,
4558,    University of Colorado,"
The candidate should be an independent critical scientist with ability to develop and troubleshoot experiments, and present data regularly at lab meetings and...","Aurora, CO",,Research Associate,,,
4565,    Lockheed Martin,"
Manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources combined with empirical research and finding answers to hard...","Littleton, CO 80127",,Senior Data Scientist,,,
4571,    Lockheed Martin,"
The Research Scientist also:. Administers, operates, and maintains the computer-based acquisition data systems....","Englewood, CO 80112",,Research Scientist (Antarctica),,,
4572,    Staples,"
Data analytics methods, data sources, and/or technology. Data scientists in other departments to conduct analysis and research. Large data sets....","Aurora, CO",,Senior Insight Analyst,,,
4573,    Planet Pharma,"
Develop, validate and run programs using SAS that perform statistical analyses and summarize and/or display clinical data, ensure the accuracy and consistency...","Aurora, CO",,Statistical Programmer,,,
4609,    FivePrime Therapeutics,"
The successful candidate will assist a scientist with studies in immune-oncology using mouse models of cancer....","South San Francisco, CA 94080",,"Research Associate, Pharmacology",,,
4610,    Smith Hanley Associates,"
This person will recruit, build and lead a team of Data Scientists. Top technology firm in the Bay Area seeks a Data Scientist for a leadership role in consumer...","San Francisco, CA",150000.0,Data Scientist,,,150000.0
4611,    Clover Health,"
Build tools that help you and the other Data Scientists translate insights into action at scale. A love of building out useful data, and not just analyzing...","San Francisco, CA",,Data Scientist (Product),,,
4612,    University of California San Francisco,"
The Research Data Analyst will be asked to ensure data quality (assessing data completeness, cleaning, verification, reliability and validity of study measures,...","San Francisco, CA",,Research Data Analyst,,,
4613,    Affirm,"
Sit next to the Engineers and Data Scientists building our decisioning systems and work with them to fix issues....","San Francisco, CA 94126 (Financial District area)",,Risk Quality Analyst,,,
4614,    University of California San Francisco,"
Data capture and analysis; Knowledge of medical terminology, research policies and guidelines, strong interpersonal skills, guidelines for transporting bio...","San Francisco, CA",,Research Analyst,,,
4615,    Unity Technologies,"
2-5 plus years of experience working with data as an analyst or data scientist. Senior Data Analyst – Analytics....","San Francisco, CA",,Senior Data Analyst - Analytics,,,
4616,    Genentech,"
Data Science, Statistics, Biostatistics, Computer Science. Ideal candidate would be MS in data science, statistics, biostatistics degree candidates;...","South San Francisco, CA",,Intern - Statistical Programming and Analysis,,,
4617,    Nuna,"
Works with consultants, analysts and data scientists to produce accurate monthly reports/dashboards on time for employer groups....","San Francisco, CA",,Commercial Health Data Analyst,,,
4618,    Glassdoor,"
Mentor a team of data scientists and ML engineers. Hands-on experience analyzing large data sets - how do you define big data?...","San Francisco, CA",,Principal Data Scientist,,,
4623,    IAS-USA,"At least one year web or data entry experience required:. The mission of the IAS–USA is to improve the treatment, care, and quality of life for people with HIV,...","San Francisco, CA",,Web and Production Assistant,,,
4624,    Freedom Financial Network,"
The Senior Data Scientist will:. We are experiencing explosive growth here at Freedom Financial Network, and we are seeking a Senior Data Scientist to join our...","San Mateo, CA 94402 (Beresford area)",,Senior Data Scientist,,,
4627,    Seven Bridges,"
Previous experience with large-scale genomic data (e.g. Proficient in next-generation sequencing data analysis and variant analysis....","San Francisco, CA",,Bioinformatics Scientist,,,
4628,    Principle Solutions Group,"
Cloudera, Hadoop, Hive, Sqoop, Pig, Impala, Parkour, Kafka, Spark, Big Data, R, Python, statistics, data scientist, JSON, AVRO, HBase, Cassandra, data ingestion...","San Francisco, CA",,Data Scientist,,,
4629,    Instacart,"
Instacart is powered by data. Our data science team is at the heart of this effort and is an essential ingredient in Instacart's aggressive growth plan and...","San Francisco, CA",,Data Scientist,,,
4630,    University of California San Francisco,"
Strong experience in data mining and statistics is a must. It will serve as a campus hub for computer scientists and for researchers who employ computation as a...","San Francisco, CA",,Bioinformatics Specialist,,,
4631,    Twitter,"
Machine Learning & Data Science:. Machine Learning & Data Science Engineer:. Data is at the core of everything we do at TellApart - we thrive and prosper based...","San Francisco, CA 94103 (South Of Market area)",,Machine Learning & Data Science Engineer - TellApart (Data Products),,,
4632,    Mattel,"
Professional experience working with both customer and research data sets. Evaluate, select and test tools used to perform data analysis and regression....","San Francisco, CA 94111 (Financial District area)",,Principal Data Scientist,,,
4633,    Space-Time Insight,"
The Data Scientist will also own the roadmap for analytic functionality in specific areas. In particular, the data scientist will focus on Big Data Scala...","San Mateo, CA",,Sr. Data Scientist,,,
4634,    Uber,"Our engineers collaborate closely with designers, PMs and data scientists to build the best possible experiences.We’re data driven....","San Francisco, CA",,Mobile Engineer - Rider Growth,,,
4635,"    Acumen, LLC","Data and Policy Analysts perform a wide array of functions as part of the research process. This position is responsible for managing and analyzing data,...","Burlingame, CA",,Data and Policy Analyst - Statistical Programmer,,,
4645,    Corporate Labs Technology,"
Natural Language Processing Brisbane, CA Sign on bonus Stocks! Up to 10% bonuses $110-180k depending on experience Fast growing social media company is","Brisbane, CA",145000.0,Data Scientist (Natural Language Processing),,,145000.0
4648,    Clover Health,"
Acquire and bring structure to data so that it can be used in our data systems and data apps. Build tools that help you and the other Data Scientists translate...","San Francisco, CA",,Data Scientist (Platform),,,
4757,    HERE,"Senior or Mid-level Data. Hive, etc., for working with big data in Hadoop for data extraction and prep. Computational statistics/science, data mining, machine....","Chicago, IL",,Senior or Mid-level Data Scientist,,,
4758,    Catalina Marketing,The data scientist Senior Analyst should also be aware of data analysis and predictive modeling best practices and drive innovation in these areas within...,"Chicago, IL",,"Senior Analyst, Data Science",,,
4759,    Allstate Insurance,"The role is responsible for assisting in the recruitment, selection, mentorship and development of junior data scientists....","Northbrook, IL",,Data Science Manager,,,
4760,"    Anthem, Inc.","
DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....","Chicago, IL 60601 (Loop area)",,Data Scientist or Data Scientist Lead(Healthcare)-115937,,,
4761,    Northwestern University,"
Completes data cleaning and organizes data files for analysis. Performs data analysis using statistical techniques....","Chicago, IL",,Research Data Analyst,,,
4762,    Kaplan,"
Metis Senior Data Scientists provide incredible and inspiring Data Science instruction; We are looking for Senior Data Scientists to be part of the Metis Data...","Chicago, IL",,Senior Data Scientist,,,
4763,    Workbridge Associates,"
Data, Analytics, Scientist, Science, Python, R, SAS, SQL, Hadoop, Tableau, Analysis, Healthcare, Hospital, University, Career, Job, Chicago, IL,....","Chicago, IL",105000.0,Mid-Level Data Scientist,,,105000.0
4764,    University of Chicago,"
Staff Scientist - Shuman Lab:. Prepares presentation materials derived from experiments and data analysis. Plans, executes, facilitates and promotes advanced...","Chicago, IL",,Staff Scientist - Shuman Lab,,,
4765,    Eyeview,"
Aptitude in displaying and communicating data analysis. Eyeview is looking for a Data Scientist, Campaign Insights to work with the sales and analytics teams to...","Chicago, IL",,"Data Scientist, Campaign Insights",,,
4766,    Chicago Cubs,"
Analytics, data, big data, analytical, analytic, data scientist. Intermediate to advanced programming skills enabling the individual to extract and manipulate...","Chicago, IL",,"Assistant Director, Advanced Analytics",,,
4767,    Teradata,"
Mentor other data scientists. As a Principal Data Scientist, you will:. Ideal Principal Data Scientist candidates have this additional experience:....","Chicago, IL 60661 (Near West Side area)",,Think Big Principal Data Scientist,,,
4768,    Workbridge Associates,"
Big data with Hadoop is a plus. A well-respected healthcare corporation that spun off of a major hospital and university is hiring for a Mid-Level Data...","Chicago, IL",95000.0,Data Scientist,,,95000.0
4769,    SpotHero,"
Helping to maintain data quality of data science and analytics tasks through the design and use of data factories and unit testing frameworks....","Chicago, IL",,Data Engineer,,,
4770,"    Anthem, Inc.",DATA SCIENTIST or DATA SCIENTIST LEAD. Intermediate to Advanced knowledge of data extraction and manipulation using SQL....,"Chicago, IL",,Data Scientist or Data Scientist Lead(Healthcare)-115937,,,
4771,    Gallup,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...","Chicago, IL",,Data Scientist – Predictive Analytics,,,
4774,    Modis,"
SQL background to extract data. Producing formal reports to collect data on monthly, quarterly and annual trends....","Northbrook, IL 60062",30.0,"Statistical Data Analyst // Exciting Long-term Contract in Northbrook, IL",30.0,,
4775,    The Nielsen Company,"
Or IRI syndicated data. Talented, creative scientists and researchers. Experience with attribution modeling, big data analytics and/or machine learning....","Evanston, IL",,Research Statistician,,,
4776,    Trunk Club,"
What type of work will the Data Scientist perform? Director of Data Science. Data Science helps drive Trunk Club. Why is Data Science important at Trunk Club?...","Chicago, IL 60654 (Loop area)",,Data Scientist (Chicago),,,
4777,    Haas and Riley,"
Develops datasets for analysis from multiple data sources based on data available to the client. Conducts statistical and spatial analysis of data gathered from...","Chicago, IL",,Statistician,,,
4778,    Smith Hanley Associates,"
Experience working with syndicated data and POS data as well as providing BI solutions in a business environment....","Chicago, IL",175000.0,(Sr.) Statistical Consultant,,,175000.0
4779,    National Opinion Research Center (NORC),"
Knowledge of quantitative methods of social science data analysis. Knowledge of weighting of various sampling and data collection designs....","Chicago, IL",,Statistician,,,
4780,    Eyeview,"
In addition, the data scientist will also work with the data engineers and analytics team in creating and evolving a scalable predictive modeling platform for...","Chicago, IL",,"Data Scientist, Platform Optimization",,,
4781,    Northwestern University,"
Position: Temporary Part-time Research Analyst Hours: This is a part-time position ( 15 hours per week/ M-F) Pay: $15.00 per hour Campus: Evanston","Evanston, IL",,Temporary - Part-time Research Analyst,,,
4782,    National Opinion Research Center (NORC),"
Analyzing data collected during pretests and main components of studies in accordance with professional standards;...","Chicago, IL",,Research Scientist - Health Informatics,,,
4783,    Millward Brown,"
Our Associate Client Analysts will design questionnaires, pull data, write reports, and understand how to tell a story from data....","Chicago, IL 60654 (Loop area)",,Market Research Associate Client Analyst,,,
4788,    Sysmex,Accurately represents facts and data and openly shares interpretation. We currently have a great opportunity available for a Technical Support Scientist I....,"Mundelein, IL",,"Scientist I, Technical Support - Sysmex Inostics",,,
4789,    Northwestern University,"
Critical thinking, business intelligence application design, data mining, data modeling, data warehouse design/develop, database design/ data structure,...","Chicago, IL",,Senior Statistical Analyst,,,
4790,    BMW Technology Corporation,"
Carry out the research on context data intelligence that will impact the research communities around data and computing....","Chicago, IL",,Machine Learning Researcher - BMW Technology Corporation,,,
4791,    Mayer Brown LLP,"
Mayer Brown LLP is a leading global law firm with offices in 23 key business centers across the Americas, Asia and Europe. We are a collegial, collaborative","Chicago, IL",,Conflicts Research Analyst,,,
4792,    The Nielsen Company,"
Work with Data Scientists to automate and implement advanced analytical models. Data Warehousing, ETL & BI tools....","Chicago, IL 60647 (Logan Square area)",,Big Data / Cloud Engineer,,,
4793,    Fresenius Kabi,"
The individual will prepare conclusions and predictions based on data summaries. Plans data collection, and analyzes and interprets numerical data from surveys,...","Melrose Park, IL",,STATISTICAL QUALITY ANALYST,,,
4794,"    Orzota, Inc.","
Install patches and upgrades, provide support to end users and Data Scientists. Knowledge of integration with Big Data systems, particularly Cloudera Hadoop, is...","Chicago, IL",,SAS and R Admin on Linux,,,
4795,    University of Chicago,"
The Genomic Data Commons (GDC) is a comprehensive computational facility to centralize and harmonize cancer genomic data generated from NCI-funded programs....","Chicago, IL",,Scientific Support Analyst,,,
4796,    TreeHouse Foods,"
Develops and recommends logical and actionable conclusions and recommendations through thorough understanding of the data....","Oak Brook, IL",,Senior Sensory Scientist,,,
4797,    Medix,"
Follows Project Checklist and works with Study Director/Principal Investigator to ensure that the raw data file is complete for the study....","Skokie, IL",,Scientist,,,
4798,    Aon,"
Market and sector data collection and analysis. Asset and fund level performance data analyses and comparisons. Analyst-Real Estate Manager Research....","Chicago, IL",,Analyst-Real Estate Manager Research,,,
4799,    Allstate Corporation,We work collaboratively with both product teams’ and data scientists in support of Allstate business goals. Ability to demonstrate significant experience with...,"Chicago, IL",,Machine Learning Engineer,,,
4800,    ABBOTT LABORATORIES,Analyze data and recommend next steps. And maintains risk management files and organizes data for risk management evaluation and decisions....,"Township of Libertyville, IL",,"Scientist, Technical Support",,,
4804,    Workbridge Associates,"
Hadoop/Hive/Pig Big data Experience. A non-profit research and development organization in Des Plaines which develops, demonstrates, and licenses new energy...","Des Plaines, IL",120000.0,"Senior Data Scientist (Python, R) in Des Plaines",,,120000.0
4805,    CCC Information Services Inc.,"
Director, Data Science. On the very left hand side, the data scientist takes any kind of data and structures it into clean and readable form....","Chicago, IL 60654 (Loop area)",,"Director, Data Science",,,
4806,    Deloitte,"
Experience working as a Data Scientist. Knowledge of data, master data andmetadata related standards, processes and technology....","Chicago, IL 60606 (Loop area)",,Big Data Manager,,,
4807,    Millward Brown,"
Data Science Consultant. We are looking for a data scientist with experience in marketing analytics, to join us with the title of Consultant/ Sr Consultant....","Lisle, IL",,Sr. Data Science Consultant,,,
4808,    Workbridge Associates,"
Hiring for a Senior Data Scientist with a strong Natural Language Processing background for a major healthcare corporation that is building out a new data...","Chicago, IL",145000.0,Natural Language Processing Scientist,,,145000.0
4809,    All-In Analytics,"
This role will be responsible for leveraging analytics to train and evaluate models to gain insights to identify opportunities and solve business problems.","Chicago, IL",132500.0,Machine Learning Data Scientist,,,132500.0
4810,    The McManness Group,"
Principal Statistical Analyst / Data Scientist. Chicago, IL ( *Please note that position will transfer to Nashville, TN in the fall of 2017*....","Chicago, IL",,Principal Statistical Analyst / Data Scientist,,,
4811,    CNO Financial Group,"
They will support the development of marketing strategies by providing analytical customer insights including developing and refining customer segmentations.Key...","Chicago, IL",,Marketing Statistician,,,
4812,    GE Transportation,"
Lead cross-functional teams across engineering, data scientists, diagnostic engineers, project and services external partners to formulate and execute the...","Chicago, IL",,Energy Management Analytics Product Manager,,,
4813,    General Dynamics - Information Technology,"
Plans data collection; Adjusts and weighs raw data; And interprets a wide variety of survey data. And analyzes and interprets statistical data from surveys;...","Chicago, IL",,Principal Statistician,,,
4819,    CREhire.com,"
Categorical Data Analysis. Statistical Analysis / Data Science:. Identifies and independently resolves data issues (such as missing values and invalid data)....","Bloomingdale, IL",138300.0,Principal Statistical Analyst / Data Scientist,,,138300.0
4820,    University of Chicago,"
Beamline Scientist (Junior):. Transcribing and coding data; Collects, records and analyzes data. The University of Chicago Center for Advanced Radiation Sources...","Chicago, IL",,Beamline Scientist (Junior),,,
4821,"    Technomic, Inc.","
Provides editorial content and data analysis. Compiles data on client-specific projects using multiple databases and resources....","Chicago, IL 60606 (Loop area)",,Research Analyst (Mixed Methods),,,
4822,    North shore Staffing Group,"
Business Data Analyst – Mobile Devices to join their Data Sciences team. Works with data scientist and technology team to identify device-related parameters and...","Chicago, IL",95000.0,Business Data Analyst,,,95000.0
4823,    Uptake,"
As a Product Analyst for Data Platform, you’ll work closely with data scientists, engineers, and industry experts to design products that solve complex problems...","Chicago, IL",,Product Analyst- Data Platforms,,,
4824,    Celectiv,"
Ability to train, develop, and teach more junior data scientists. At celectiv we are looking to grow our data team and are looking to add a Lead Data Scientist...","Chicago, IL 60654 (Loop area)",,Lead Data Scientist,,,
4825,    Workbridge Associates,"
Senior, Lead, Data, Scientist, Scientists, Analytics, Python, R, Hadoop, Spark, Hive, Storm, Big, Machine, Learning, Predictive, Modeling, SAS, Chicago,...","Chicago, IL",140000.0,Lead Data Scientist,,,140000.0
4826,    Seeking Alpha Search International,"
Working with data validation members and information technology professionals to determine model data integrity. Seeking Alpha Search International, Inc....","Chicago, IL 60603 (Loop area)",155000.0,QUANTITATIVE MODEL VALIDATION ANALYST,,,155000.0
4827,    Prosperoware,"
As a Data Scientist, you will be responsible for extracting data and running simulations to test different models....","Chicago, IL 60601 (Loop area)",,Data Scientist,,,
4828,    University of Chicago,"
May oversee the work of lower-level statisticians or data archivists. Analyzes data and prepares tables for interim and final reports....","Chicago, IL",,Senior Statistician,,,
4834,    Allstate Insurance,Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. The Data Scientist family is accountable for using...,"Chicago, IL",,Senior Telematics Data Scientist,,,
4835,    North Park University,"
Serve as EM&M Data Steward, providing direction on data collection, maintenance and assurance, creating data dictionary of all student related data points for...","Chicago, IL 60625 (Albany Park area)",,Enrollment Research & Data Analyst,,,
4836,    Takeda Pharmaceuticals,"
D esigns and implements advanced secondary data analysis methodologies that provide best practices in these areas....","Deerfield, IL",,Marketing Analytics Insights Manager,,,
4837,    Civis Analytics,"
Teaches and mentors Applied Data Scientists. Work with cross-functional teams of engineers, data scientists, social scientists as necessary....","Chicago, IL",,Senior Applied Data Scientist-Chicago,,,
4838,    Euromonitor International,"
Client-facing responsibilities, which may include assisting client use and understanding of published data and reports, responding directly to clients regarding...","Chicago, IL 60604 (Loop area)",,Research Associate/Analyst - Chicago,,,
4839,    Paul May and Associates,"
Data Scientist will provide process execution leadership to support client projects. Take analytical objectives and define data requirements....","Chicago, IL 60602 (Loop area)",,Data Scientist,,,
4840,    Catalina Marketing,"
The data scientist Senior Analyst should also be aware of data analysis and predictive modeling best practices and drive innovation in these areas within...","Chicago, IL 60601 (Loop area)",,"Senior Analyst, Data Science",,,
4841,    University of Chicago,"
Knowledge of computational tools for analysis and visual presentation of next generation sequencing data, major microarrays platforms and proteomics data...","Chicago, IL",,Staff Scientist,,,
4842,    LoyaltyOne,"
Data Scientist will provide process execution leadership to support client projects. Take analytical objectives and define data requirements....","Chicago, IL",,Senior Data Scientist,,,
4843,    National Futures Association,"
Objectives include implementing methods that facilitate the correct reporting of data by Market Regulation clients as well as different ways to utilize this...","Chicago, IL 60606 (Loop area)",,Quantitative Analyst,,,
4844,    Morningstar,"
You will work with an interdisciplinary team of data analysts, engineers, and data scientists that focus on Morningstar software products....","Chicago, IL",,Big Data Engineer,,,
4849,    Alliance Data,"
Data Scientist will provide process execution leadership to support client projects. Take analytical objectives and define data requirements....","Chicago, IL 60601 (Loop area)",,Sr. Data Scientist,,,
4850,"    Aperture Group, LLC","
As a Data Scientist, you should be experienced with and passionate about using data to drive strategy and product recommendations....","Chicago, IL",,Data Scientist,,,
4851,    Hirewell,"
Data manipulation with SQL systems. Manipulate and analyze complex, high-volume, high-dimensionality data from varying sources using a variety of tools and data...","Deerfield, IL",125000.0,Data Scientist,,,125000.0
4852,    West Monroe Partners,"
HBase, Cassandra, Accumulo, Mongo, Neo4j, etc. Experience with ETL, data warehouse and reporting a plus Experience with data visualizations Experience with...","Chicago, IL 60606 (Loop area)",,Lead Data Scientist,,,
4853,    Allstate Insurance,"
Ability to demonstrate significant experience with analytics, data gathering and data mining. We work collaboratively with both ‘product teams’ and data...","Chicago, IL 60601 (Loop area)",,Sr. Machine Learning Engineer,,,
4854,    Deloitte,"
Experienceworking as a Data Scientist. Knowledgeof data, master data and metadata related standards, processes and technology....","Chicago, IL 60606 (Loop area)",,Big Data Senior Consultant,,,
4855,"    Technomic, Inc.","
1-2 years of data analysis, market research, or business experience. Create syndicated reports that illustrate key data points and provide clear, concise...","Chicago, IL 60606 (Loop area)",,Research Analyst (Products & Programs),,,
4856,    Blue Cross Blue Shield Association,"
Experience working with large data sets and resolving data management , integration, and validation issues....","Chicago, IL",,"Senior Consultant, Health Informatics Data Scientist",,,
4857,    Northern Trust Corp.,"
Assist senior analysts by collecting and analyzing data, and by participating in manager evaluations. For more than a century, Northern Trust has worked hard...","Chicago, IL",,"Associate Analyst, Alternative Investment Research",,,
4858,    Department of Veterans Affairs,"
Receives data collected by study personnel and establish a filing system by patient to organize data, facilitate storage, and retrieval of data forms....","Hines, IL",,Statistical Assistant,,,
4864,    Workbridge Associates,"
A startup located right downtown that helps analyze consumer shopping trends and data is looking for a Senior Data Scientist to join a growing team....","Chicago, IL",140000.0,Senior Data Scientist,,,140000.0
4865,    MAKE Corporation,"
Develop data science expertise. Identifying opportunities to innovate on top of the CLS data, which promote skills in Data Analytics....","Chicago, IL 60614 (Lincoln Park area)",,Data Scientist,,,
4866,    Teradata,"
As a Senior Data Scientist, you will:. Ideal Senior Data Scientist candidates have this additional experience:....","Chicago, IL 60661 (Near West Side area)",,"Think Big Senior Data Scientist, multiple cities (F)",,,
4867,"    HarrisFields, N.A.","
HFNA’s client, a multinational management and technology consulting firm headquartered in Chicago, Illinois, has an immediate need for a highly-skilled and...","Chicago, IL",,Lead Data Scientist (16-034),,,
4868,    Aon,"
Fixed Income Research Analyst 2418312 Full-time IL-Chicago Consulting Group Description Aon Is Looking For A Fixed Income Research Analyst. As part of","Chicago, IL",,Fixed Income Research Analyst,,,
4869,    Etech Hi Inc.,"
Create annual/quarterly reports to monitor data quality and provide descriptive reports on datasets. Provide statistical consulting for the development and...","Chicago, IL",71000.0,Statistician,,,71000.0
4870,    T3 Trading Group LLC,"
Statistical Pairs Trading and Convergence Position We are currently hiring proprietary traders for our selective Pairs Trading Group. The pair trade or pairs","Chicago, IL",,Statistical Pairs Trading Position,,,
4871,    Insperity,"
We have developed a proprietary method for analyzing healthcare claims data that is used by multiple stakeholders in the industry....","Chicago, IL 60606 (Loop area)",,Researcher Statistician / R Developer-Remote,,,
4872,    General Assembly,"
Data visualization techniques; Manipulation of large data sets; You are eager to shape the skills, minds, and trajectories of the newest generation of data...","Chicago, IL",,Part-time Data Science Instructor,,,
4873,    ABBOTT LABORATORIES,"
The Principal Scientist:. Presents complex technical data to large and diverse groups. Coaches lower-level scientists (e.g., presentation skills, negotiation...","Des Plaines, IL",,Principal Scientist,,,
4879,    PeopleAdmin,"
Data Analysis and Interpretation. Experience extracting data from databases. Collaborate with project teams and site-based stakeholders to ensure that desired...","Chicago, IL",,Research Scientist,,,
4880,    The Marketing Arm,"
You are responsible for making the data come to life and tell a useful story. You are familiar and enjoy working with financial and statistical data and models....","Chicago, IL",,Associate Research Analyst,,,
4881,    The Boston Consulting Group,"
Data Engineers, together with Data Scientists, Scientific Modelers, Scientific Programmers, Data Visualization Specialists as well Geospatial Analysts, are the...","Chicago, IL 60654 (Loop area)",,Senior Knowledge Analyst - Data Engineering,,,
4882,"    Orzota, Inc.","
1+ years of experience in big data projects as a data scientist and 3-5 years of experience in data analytics and data science using R and other tools like SAS,...","Chicago, IL",,R Data Scientist with Big Data Background,,,
4883,    Purohit Navigation,"
Assist with data QC process on an ad hoc basis. We offer thoughtful research design, expertly executed data collection, and actionable research insights to...","Chicago, IL 60606 (Loop area)",,Market Research Analyst,,,
