"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Union County, SD"	"46127"	1728	218217	791.87231	754.53532	829.20931
	"Walworth County, SD"	"46129"	1312	89172	1471.31387	1391.69894	1550.92879
	"Yankton County, SD"	"46135"	3221	353501	911.17140	879.70400	942.63879
	"Ziebach County, SD"	"46137"	217	43245	501.79211	435.02693	568.55730
	"Anderson County, TN"	"47001"	13695	1173968	1166.55650	1147.01847	1186.09453
	"Bedford County, TN"	"47003"	6587	678128	971.35054	947.89269	994.80839
	"Benton County, TN"	"47005"	3771	263359	1431.88575	1386.18365	1477.58785
	"Bledsoe County, TN"	"47007"	1897	204394	928.10944	886.34356	969.87531
	"Blount County, TN"	"47009"	19049	1872498	1017.30416	1002.85739	1031.75093
	"Bradley County, TN"	"47011"	13929	1520828	915.88266	900.67243	931.09290
	"Campbell County, TN"	"47013"	7945	643940	1233.81060	1206.68011	1260.94109
	"Cannon County, TN"	"47015"	2374	213832	1110.21737	1065.55685	1154.87788
	"Carroll County, TN"	"47017"	6692	461411	1450.33387	1415.58456	1485.08317
	"Carter County, TN"	"47019"	10424	916573	1137.27985	1115.44721	1159.11248
	"Cheatham County, TN"	"47021"	4935	607851	811.87659	789.22481	834.52838
	"Chester County, TN"	"47023"	2568	263915	973.04056	935.40577	1010.67535
	"Claiborne County, TN"	"47025"	5983	498794	1199.49318	1169.09872	1229.88763
	"Clay County, TN"	"47027"	1628	126095	1291.09005	1228.37303	1353.80707
	"Cocke County, TN"	"47029"	6930	557018	1244.12497	1214.83267	1273.41726
	"Coffee County, TN"	"47031"	9276	818656	1133.07665	1110.01794	1156.13536
	"Crockett County, TN"	"47033"	2879	232293	1239.38302	1194.10986	1284.65618
	"Cumberland County, TN"	"47035"	10114	845504	1196.20960	1172.89640	1219.52280
	"Davidson County, TN"	"47037"	80523	9709192	829.34811	823.61971	835.07650
	"Decatur County, TN"	"47039"	2673	186909	1430.10770	1375.89197	1484.32343
	"DeKalb County, TN"	"47041"	3482	292966	1188.53382	1149.05600	1228.01165
	"Dickson County, TN"	"47043"	7172	756454	948.10788	926.16500	970.05077
	"Dyer County, TN"	"47045"	6805	604892	1124.99421	1098.26462	1151.72380
	"Fayette County, TN"	"47047"	5116	558837	915.47267	890.38639	940.55894
	"Fentress County, TN"	"47049"	3518	278399	1263.65396	1221.89629	1305.41164
	"Franklin County, TN"	"47051"	7083	648248	1092.63739	1067.19115	1118.08362
	"Gibson County, TN"	"47053"	10895	779212	1398.20742	1371.95230	1424.46254
	"Giles County, TN"	"47055"	5535	469926	1177.84502	1146.81476	1208.87528
	"Grainger County, TN"	"47057"	3828	350444	1092.32859	1057.72482	1126.93236
	"Greene County, TN"	"47059"	12499	1064961	1173.65800	1153.08205	1194.23396
	"Grundy County, TN"	"47061"	2994	222980	1342.72132	1294.62453	1390.81811
	"Hamblen County, TN"	"47063"	10615	971671	1092.44796	1071.66550	1113.23041
	"Hamilton County, TN"	"47065"	51705	5213591	991.73487	983.18646	1000.28328
	"Hancock County, TN"	"47067"	1447	108092	1338.67446	1269.69866	1407.65027
	"Hardeman County, TN"	"47069"	4571	439675	1039.63155	1009.49247	1069.77062
	"Hardin County, TN"	"47071"	5410	413151	1309.44860	1274.55499	1344.34221
	"Hawkins County, TN"	"47073"	9663	889780	1085.99879	1064.34522	1107.65235
	"Haywood County, TN"	"47075"	3318	305491	1086.12038	1049.16345	1123.07730
	"Henderson County, TN"	"47077"	4948	430867	1148.38222	1116.38386	1180.38057
	"Henry County, TN"	"47079"	7123	507841	1402.60436	1370.03121	1435.17751
	"Hickman County, TN"	"47081"	3859	380783	1013.43810	981.46271	1045.41349
	"Houston County, TN"	"47083"	1673	131198	1275.17188	1214.06687	1336.27689
	"Humphreys County, TN"	"47085"	3466	290931	1191.34778	1151.68525	1231.01030
	"Jackson County, TN"	"47087"	2317	181685	1275.28415	1223.35633	1327.21196
	"Jefferson County, TN"	"47089"	8010	781937	1024.37920	1001.94552	1046.81288
	"Johnson County, TN"	"47091"	3296	287591	1146.07203	1106.94522	1185.19883
	"Knox County, TN"	"47093"	60907	6623476	919.56248	912.25944	926.86552
	"Lake County, TN"	"47095"	1560	125679	1241.25749	1179.66104	1302.85394
	"Lauderdale County, TN"	"47097"	4480	440491	1017.04689	987.26460	1046.82917
	"Lawrence County, TN"	"47099"	7386	657080	1124.06404	1098.42850	1149.69958
	"Lewis County, TN"	"47101"	2186	188525	1159.52791	1110.91942	1208.13641
	"Lincoln County, TN"	"47103"	6127	519303	1179.85068	1150.30737	1209.39400
	"Loudon County, TN"	"47105"	8070	722916	1116.31227	1091.95632	1140.66821
	"McMinn County, TN"	"47107"	9401	819001	1147.86185	1124.65807	1171.06562
	"McNairy County, TN"	"47109"	5207	406542	1280.80248	1246.01328	1315.59168
	"Macon County, TN"	"47111"	3825	345691	1106.47949	1071.41369	1141.54528
	"Madison County, TN"	"47113"	14193	1533874	925.30416	910.08105	940.52728
	"Marion County, TN"	"47115"	5135	448356	1145.29526	1113.96937	1176.62114
	"Marshall County, TN"	"47117"	4601	464743	990.00953	961.40273	1018.61634
	"Maury County, TN"	"47119"	11777	1225292	961.15865	943.79928	978.51801
	"Meigs County, TN"	"47121"	2013	182560	1102.65118	1054.48166	1150.82070
	"Monroe County, TN"	"47123"	7153	680684	1050.85473	1026.50161	1075.20785
	"Montgomery County, TN"	"47125"	15529	2528565	614.14280	604.48333	623.80228
	"Moore County, TN"	"47127"	903	97753	923.75682	863.50504	984.00859
	"Morgan County, TN"	"47129"	3261	337859	965.19554	932.06748	998.32360
	"Obion County, TN"	"47131"	6260	511122	1224.75652	1194.41630	1255.09673
	"Overton County, TN"	"47133"	4190	340176	1231.71535	1194.41959	1269.01110
	"Perry County, TN"	"47135"	1589	123346	1288.24607	1224.90390	1351.58824
	"Pickett County, TN"	"47137"	1038	80784	1284.90790	1206.73983	1363.07597
	"Polk County, TN"	"47139"	3260	263899	1235.32109	1192.91511	1277.72707
	"Putnam County, TN"	"47141"	10865	1095355	991.91586	973.26427	1010.56746
	"Rhea County, TN"	"47143"	5392	488206	1104.45181	1074.97178	1133.93184
	"Roane County, TN"	"47145"	10292	851181	1209.14353	1185.78293	1232.50413
	"Robertson County, TN"	"47147"	8813	987670	892.30208	873.67237	910.93179
	"Rutherford County, TN"	"47149"	21908	3747187	584.65190	576.90992	592.39388
	"Scott County, TN"	"47151"	3705	349413	1060.34979	1026.20604	1094.49353
	"Sequatchie County, TN"	"47153"	2094	210305	995.69673	953.04911	1038.34435
	"Sevier County, TN"	"47155"	12458	1335579	932.77897	916.39909	949.15884
	"Shelby County, TN"	"47157"	123879	14689069	843.34140	838.64505	848.03775
	"Smith County, TN"	"47159"	3308	297678	1111.26788	1073.39816	1149.13760
	"Stewart County, TN"	"47161"	2452	206600	1186.83446	1139.85739	1233.81154
	"Sullivan County, TN"	"47163"	29577	2478542	1193.32253	1179.72259	1206.92246
	"Sumner County, TN"	"47165"	19440	2400746	809.74830	798.36527	821.13134
	"Tipton County, TN"	"47167"	7789	916755	849.62722	830.75845	868.49599
	"Trousdale County, TN"	"47169"	1445	121235	1191.90003	1130.44436	1253.35570
	"Unicoi County, TN"	"47171"	4029	288406	1396.98897	1353.85192	1440.12601
	"Union County, TN"	"47173"	2846	300167	948.13887	913.30429	982.97345
	"Van Buren County, TN"	"47175"	943	88045	1071.04322	1002.68240	1139.40403
	"Warren County, TN"	"47177"	6983	627274	1113.22963	1087.11885	1139.34040
	"Washington County, TN"	"47179"	19476	1866449	1043.47882	1028.82368	1058.13396
	"Wayne County, TN"	"47181"	2929	271755	1077.80906	1038.77549	1116.84262
	"Weakley County, TN"	"47183"	5919	552917	1070.50425	1043.23205	1097.77646
	"White County, TN"	"47185"	4995	397538	1256.48366	1221.63828	1291.32903
	"Williamson County, TN"	"47187"	13513	2618414	516.07576	507.37427	524.77725
	"Wilson County, TN"	"47189"	13024	1682364	774.14876	760.85315	787.44437
	"Anderson County, TX"	"48001"	9726	910324	1068.41081	1047.17703	1089.64458
	"Andrews County, TX"	"48003"	1893	227137	833.41772	795.87346	870.96197
	"Angelina County, TX"	"48005"	12987	1343496	966.65714	950.03166	983.28262
	"Aransas County, TX"	"48007"	4832	372049	1298.75366	1262.13357	1335.37375
	"Archer County, TX"	"48009"	1171	142598	821.18964	774.15464	868.22463
	"Armstrong County, TX"	"48011"	432	31938	1352.62070	1225.06783	1480.17357
	"Atascosa County, TX"	"48013"	5452	689912	790.24571	769.26886	811.22256
	"Austin County, TX"	"48015"	4312	427705	1008.17152	978.07952	1038.26352
	"Bailey County, TX"	"48017"	983	110729	887.75298	832.25573	943.25023
	"Bandera County, TX"	"48019"	2833	313013	905.07423	871.74564	938.40282
	"Bastrop County, TX"	"48021"	8364	1104196	757.47422	741.24054	773.70789
	"Baylor County, TX"	"48023"	1004	61349	1636.53849	1535.30705	1737.76994
	"Bee County, TX"	"48025"	3670	514871	712.79991	689.73824	735.86157
	"Bell County, TX"	"48027"	28126	4507804	623.94017	616.64820	631.23214
	"Bexar County, TX"	"48029"	174557	25593794	682.02862	678.82906	685.22818
	"Blanco County, TX"	"48031"	1637	155641	1051.77942	1000.82798	1102.73085
	"Borden County, TX"	"48033"	67	10460	640.53537	496.40851	813.45430
	"Bosque County, TX"	"48035"	4035	284903	1416.27150	1372.57157	1459.97144
	"Bowie County, TX"	"48037"	15486	1452828	1065.92109	1049.13260	1082.70957
	"Brazoria County, TX"	"48039"	29790	4600941	647.47624	640.12358	654.82891
	"Brazos County, TX"	"48041"	13030	2853610	456.61460	448.77429	464.45492
	"Brewster County, TX"	"48043"	1184	144294	820.54694	773.80748	867.28639
	"Briscoe County, TX"	"48045"	310	26917	1151.68852	1023.48196	1279.89509
	"Brooks County, TX"	"48047"	1259	119759	1051.27798	993.20679	1109.34918
	"Brown County, TX"	"48049"	7579	606649	1249.32210	1221.19502	1277.44917
	"Burleson County, TX"	"48051"	2782	271192	1025.84147	987.72104	1063.96190
	"Burnet County, TX"	"48053"	6495	642599	1010.73920	986.15786	1035.32054
	"Caldwell County, TX"	"48055"	4660	583189	799.05485	776.11241	821.99730
	"Calhoun County, TX"	"48057"	3019	336852	896.23930	864.26887	928.20973
	"Callahan County, TX"	"48059"	2467	211907	1164.18995	1118.24949	1210.13041
	"Cameron County, TX"	"48061"	34933	6089632	573.64714	567.63149	579.66280
	"Camp County, TX"	"48063"	2322	192467	1206.44058	1157.36891	1255.51226
	"Carson County, TX"	"48065"	1041	101048	1030.20347	967.62085	1092.78608
	"Cass County, TX"	"48067"	6283	483577	1299.27602	1267.14874	1331.40330
	"Castro County, TX"	"48069"	997	128140	778.05525	729.75839	826.35212
	"Chambers County, TX"	"48071"	3477	500349	694.91495	671.81636	718.01353
	"Cherokee County, TX"	"48073"	8246	786268	1048.75183	1026.11544	1071.38821
	"Childress County, TX"	"48075"	1274	116049	1097.81213	1037.52850	1158.09576
	"Clay County, TX"	"48077"	1759	174701	1006.86315	959.80947	1053.91684
	"Cochran County, TX"	"48079"	558	52737	1058.08066	970.28810	1145.87323
	"Coke County, TX"	"48081"	880	55893	1574.43687	1470.41133	1678.46241
	"Coleman County, TX"	"48083"	2253	141720	1589.75445	1524.10886	1655.40003
	"Collin County, TX"	"48085"	42467	10987433	386.50520	382.82912	390.18129
	"Collingsworth County, TX"	"48087"	715	48917	1461.65955	1354.52013	1568.79896
	"Colorado County, TX"	"48089"	4121	329363	1251.20308	1213.00139	1289.40477
	"Comal County, TX"	"48091"	13270	1563133	848.93608	834.49181	863.38035
	"Comanche County, TX"	"48093"	2930	220405	1329.37093	1281.23510	1377.50676
	"Concho County, TX"	"48095"	536	64218	834.65695	763.99564	905.31826
	"Cooke County, TX"	"48097"	6261	605914	1033.31496	1007.71926	1058.91065
	"Coryell County, TX"	"48099"	5980	1188024	503.35683	490.59887	516.11480
	"Cottle County, TX"	"48101"	385	25884	1487.40535	1338.82716	1635.98353
	"Crane County, TX"	"48103"	632	66821	945.81045	872.07070	1019.55020
	"Crockett County, TX"	"48105"	598	61458	973.02223	895.03414	1051.01031
	"Crosby County, TX"	"48107"	1192	102993	1157.36021	1091.65701	1223.06340
	"Culberson County, TX"	"48109"	297	41464	716.28401	634.82050	797.74751
	"Dallam County, TX"	"48111"	806	103807	776.44090	722.83693	830.04486
	"Dallas County, TX"	"48113"	227021	37122269	611.54936	609.03369	614.06504
	"Dawson County, TX"	"48115"	2259	225660	1001.06355	959.78165	1042.34544
	"Deaf Smith County, TX"	"48117"	2435	302420	805.17162	773.19039	837.15284
	"Delta County, TX"	"48119"	1139	84506	1347.83329	1269.55697	1426.10961
	"Denton County, TX"	"48121"	37813	9405969	402.01068	397.95865	406.06271
	"DeWitt County, TX"	"48123"	4039	322701	1251.62302	1213.02254	1290.22350
	"Dickens County, TX"	"48125"	503	40206	1251.05706	1141.72458	1360.38954
	"Dimmit County, TX"	"48127"	1382	162725	849.28560	804.50852	894.06269
	"Donley County, TX"	"48129"	836	59873	1396.28881	1301.63716	1490.94046
	"Duval County, TX"	"48131"	1951	196079	995.00711	950.85478	1039.15944
	"Eastland County, TX"	"48133"	4317	294371	1466.51674	1422.76936	1510.26412
	"Ector County, TX"	"48135"	17630	2111631	834.89966	822.57530	847.22401
	"Edwards County, TX"	"48137"	283	32546	869.53850	768.22865	970.84835
	"Ellis County, TX"	"48139"	15395	2170540	709.27050	698.06637	720.47463
	"El Paso County, TX"	"48141"	71160	12058677	590.11449	585.77864	594.45034
	"Erath County, TX"	"48143"	5058	579865	872.27199	848.23287	896.31112
	"Falls County, TX"	"48145"	3377	286679	1177.97258	1138.24192	1217.70323
	"Fannin County, TX"	"48147"	6720	527388	1274.20419	1243.73854	1304.66984
	"Fayette County, TX"	"48149"	5033	377932	1331.72105	1294.92884	1368.51326
	"Fisher County, TX"	"48151"	904	65306	1384.25260	1294.01506	1474.49013
	"Floyd County, TX"	"48153"	1208	109813	1100.05191	1038.01705	1162.08676
	"Foard County, TX"	"48155"	313	22867	1368.78471	1217.14287	1520.42655
	"Fort Bend County, TX"	"48157"	31898	8071212	395.20706	390.86997	399.54416
	"Franklin County, TX"	"48159"	1777	163824	1084.70065	1034.26679	1135.13452
	"Freestone County, TX"	"48161"	3390	304057	1114.92253	1077.39060	1152.45446
	"Frio County, TX"	"48163"	1960	271440	722.07486	690.10724	754.04248
	"Gaines County, TX"	"48165"	1684	260942	645.35414	614.53056	676.17772
	"Galveston County, TX"	"48167"	36837	4471046	823.90116	815.48742	832.31490
	"Garza County, TX"	"48169"	835	94201	886.40248	826.27904	946.52592
	"Gillespie County, TX"	"48171"	4933	373476	1320.83454	1283.97508	1357.69399
	"Glasscock County, TX"	"48173"	93	20486	453.96856	366.41165	556.14327
	"Goliad County, TX"	"48175"	1151	114468	1005.52119	947.43009	1063.61230
	"Gonzales County, TX"	"48177"	3271	311739	1049.27519	1013.31639	1085.23400
	"Gray County, TX"	"48179"	4368	359541	1214.88231	1178.85358	1250.91104
	"Grayson County, TX"	"48181"	20627	1874948	1100.13718	1085.12358	1115.15078
	"Gregg County, TX"	"48183"	19508	1880908	1037.15865	1022.60423	1051.71307
	"Grimes County, TX"	"48185"	3970	410124	967.99992	937.88816	998.11168
	"Guadalupe County, TX"	"48187"	12388	1847216	670.63083	658.82113	682.44053
	"Hale County, TX"	"48189"	4822	576062	837.06268	813.43612	860.68923
	"Hall County, TX"	"48191"	862	56181	1534.32655	1431.89819	1636.75492
	"Hamilton County, TX"	"48193"	2133	132928	1604.62807	1536.52996	1672.72617
	"Hansford County, TX"	"48195"	895	86496	1034.72993	966.93900	1102.52086
	"Hardeman County, TX"	"48197"	808	69347	1165.15495	1084.81453	1245.49536
	"Hardin County, TX"	"48199"	8124	831736	976.75224	955.51219	997.99229
	"Harris County, TX"	"48201"	344736	61615870	559.49222	557.62452	561.35992
	"Harrison County, TX"	"48203"	9838	1026069	958.80491	939.85824	977.75159
	"Hartley County, TX"	"48205"	665	93476	711.41256	657.34126	765.48385
	"Haskell County, TX"	"48207"	1433	94631	1514.30292	1435.89757	1592.70828
	"Hays County, TX"	"48209"	10833	2192791	494.02793	484.72471	503.33115
	"Hemphill County, TX"	"48211"	535	58472	914.96785	837.43513	992.50057
	"Henderson County, TX"	"48213"	14914	1233251	1209.32397	1189.91504	1228.73291
	"Hidalgo County, TX"	"48215"	53769	11218139	479.30410	475.25273	483.35546
	"Hill County, TX"	"48217"	6540	546196	1197.37237	1168.35244	1226.39231
	"Hockley County, TX"	"48219"	3255	367814	884.95816	854.55608	915.36024
	"Hood County, TX"	"48221"	8688	762664	1139.16482	1115.21056	1163.11908
	"Hopkins County, TX"	"48223"	5828	542107	1075.06452	1047.46313	1102.66590
	"Houston County, TX"	"48225"	4930	373579	1319.66733	1282.82924	1356.50541
	"Howard County, TX"	"48227"	5956	549158	1084.56947	1057.02489	1112.11404
	"Hudspeth County, TX"	"48229"	284	54059	525.35193	464.25108	586.45278
	"Hunt County, TX"	"48231"	12765	1329328	960.25962	943.60118	976.91806
	"Hutchinson County, TX"	"48233"	4028	359852	1119.34907	1084.78086	1153.91727
	"Irion County, TX"	"48235"	200	26198	763.41705	657.61285	869.22126
	"Jack County, TX"	"48237"	1415	143324	987.27359	935.83188	1038.71530
	"Jackson County, TX"	"48239"	2434	226686	1073.73195	1031.07481	1116.38908
	"Jasper County, TX"	"48241"	6386	568528	1123.25163	1095.70181	1150.80144
	"Jeff Davis County, TX"	"48243"	305	36113	844.57121	749.78559	939.35682
	"Jefferson County, TX"	"48245"	40071	4012126	998.74730	988.96825	1008.52635
	"Jim Hogg County, TX"	"48247"	799	83540	956.42806	890.10951	1022.74660
	"Jim Wells County, TX"	"48249"	5780	647915	892.09233	869.09370	915.09096
	"Johnson County, TX"	"48251"	18079	2286157	790.80308	779.27553	802.33064
	"Jones County, TX"	"48253"	3202	323574	989.57271	955.29647	1023.84895
	"Karnes County, TX"	"48255"	2445	241174	1013.79087	973.60578	1053.97597
	"Kaufman County, TX"	"48257"	12223	1469535	831.75971	817.01402	846.50539
	"Kendall County, TX"	"48259"	4431	481175	920.87079	893.75614	947.98543
	"Kenedy County, TX"	"48261"	50	6751	740.63102	549.71115	976.43312
	"Kent County, TX"	"48263"	238	12934	1840.11133	1606.32900	2073.89367
	"Kerr County, TX"	"48265"	10518	758399	1386.86892	1360.36409	1413.37374
	"Kimble County, TX"	"48267"	954	72533	1315.26340	1231.80028	1398.72652
	"King County, TX"	"48269"	23	4723	486.97862	308.70061	730.70654
	"Kinney County, TX"	"48271"	573	55946	1024.20191	940.34008	1108.06374
	"Kleberg County, TX"	"48273"	3768	506240	744.31100	720.54506	768.07694
	"Knox County, TX"	"48275"	933	62092	1502.60903	1406.19034	1599.02773
	"Lamar County, TX"	"48277"	9480	788063	1202.94951	1178.73368	1227.16534
	"Lamb County, TX"	"48279"	2672	228460	1169.57017	1125.22318	1213.91715
	"Lampasas County, TX"	"48281"	3100	307403	1008.44819	972.94816	1043.94823
	"La Salle County, TX"	"48283"	790	105247	750.61522	698.27207	802.95837
	"Lavaca County, TX"	"48285"	4046	308105	1313.18869	1272.72455	1353.65282
	"Lee County, TX"	"48287"	2452	261149	938.92759	901.76312	976.09205
	"Leon County, TX"	"48289"	3282	259809	1263.23568	1220.01704	1306.45433
	"Liberty County, TX"	"48291"	11135	1188280	937.06870	919.66337	954.47404
	"Limestone County, TX"	"48293"	4497	367030	1225.24044	1189.42948	1261.05140
	"Lipscomb County, TX"	"48295"	531	51266	1035.77420	947.67461	1123.87379
	"Live Oak County, TX"	"48297"	1673	188190	888.99516	846.39537	931.59496
	"Llano County, TX"	"48299"	4441	295890	1500.89560	1456.75216	1545.03904
	"Loving County, TX"	"48301"	10	1202	Unreliable	398.95175	1529.98336
	"Lubbock County, TX"	"48303"	33865	4247487	797.29497	788.80317	805.78676
	"Lynn County, TX"	"48305"	960	97742	982.17757	920.04627	1044.30887
	"McCulloch County, TX"	"48307"	1838	131035	1402.67867	1338.55159	1466.80576
	"McLennan County, TX"	"48309"	32110	3628634	884.90600	875.22694	894.58506
	"McMullen County, TX"	"48311"	123	12287	1001.05803	824.14380	1177.97226
	"Madison County, TX"	"48313"	2119	213614	991.97618	949.73930	1034.21306
	"Marion County, TX"	"48315"	2460	172163	1428.87845	1372.41287	1485.34403
	"Martin County, TX"	"48317"	718	76041	944.22746	875.16048	1013.29444
	"Mason County, TX"	"48319"	790	62117	1271.79355	1183.10672	1360.48038
	"Matagorda County, TX"	"48321"	5679	593183	957.37740	932.47718	982.27763
	"Maverick County, TX"	"48323"	4860	825059	589.04878	572.48768	605.60988
	"Medina County, TX"	"48325"	5611	699330	802.33938	781.34544	823.33333
	"Menard County, TX"	"48327"	555	36017	1540.93900	1412.73693	1669.14107
	"Midland County, TX"	"48329"	15211	2084614	729.67945	718.08342	741.27548
	"Milam County, TX"	"48331"	4712	394852	1193.35852	1159.28443	1227.43262
	"Mills County, TX"	"48333"	1112	78813	1410.93474	1328.00495	1493.86454
	"Mitchell County, TX"	"48335"	1678	150429	1115.47640	1062.10354	1168.84926
	"Montague County, TX"	"48337"	4506	312062	1443.94383	1401.78284	1486.10482
	"Montgomery County, TX"	"48339"	41031	6397767	641.33314	635.12754	647.53874
	"Moore County, TX"	"48341"	2216	335588	660.33350	632.83972	687.82729
	"Morris County, TX"	"48343"	2772	208162	1331.65515	1282.08146	1381.22884
	"Motley County, TX"	"48345"	298	20167	1477.66153	1309.88820	1645.43485
	"Nacogdoches County, TX"	"48347"	8833	996002	886.84561	868.35079	905.34042
	"Navarro County, TX"	"48349"	8060	750158	1074.44032	1050.98341	1097.89723
	"Newton County, TX"	"48351"	2552	233104	1094.79031	1052.31401	1137.26661
	"Nolan County, TX"	"48353"	3016	242553	1243.43958	1199.06185	1287.81731
	"Nueces County, TX"	"48355"	41118	5294044	776.68414	769.17682	784.19145
	"Ochiltree County, TX"	"48357"	1250	156388	799.29406	754.98346	843.60467
	"Oldham County, TX"	"48359"	250	33063	756.13223	662.40111	849.86336
	"Orange County, TX"	"48361"	14330	1330234	1077.25408	1059.61600	1094.89215
	"Palo Pinto County, TX"	"48363"	5173	441691	1171.18076	1139.26474	1203.09678
	"Panola County, TX"	"48365"	4202	373835	1124.02531	1090.03899	1158.01162
	"Parker County, TX"	"48367"	13535	1701691	795.38530	781.98531	808.78529
	"Parmer County, TX"	"48369"	1263	161191	783.54251	740.32925	826.75576
	"Pecos County, TX"	"48371"	1885	252729	745.85821	712.18716	779.52926
	"Polk County, TX"	"48373"	9520	715449	1330.63293	1303.90312	1357.36274
	"Potter County, TX"	"48375"	18923	1897875	997.06250	982.85612	1011.26889
	"Presidio County, TX"	"48377"	692	120339	575.04217	532.19692	617.88743
	"Rains County, TX"	"48379"	1871	167862	1114.60605	1064.10032	1165.11177
	"Randall County, TX"	"48381"	13461	1833749	734.06993	721.66898	746.47088
	"Reagan County, TX"	"48383"	409	53336	766.83666	692.51810	841.15522
	"Real County, TX"	"48385"	720	51395	1400.91449	1298.58485	1503.24413
	"Red River County, TX"	"48387"	3282	212685	1543.12716	1490.33268	1595.92164
	"Reeves County, TX"	"48389"	1734	213036	813.94694	775.63557	852.25830
	"Refugio County, TX"	"48391"	1464	120228	1217.68640	1155.30990	1280.06289
	"Roberts County, TX"	"48393"	151	13982	1079.95995	907.70360	1252.21630
	"Robertson County, TX"	"48395"	3133	262143	1195.14921	1153.29897	1236.99946
	"Rockwall County, TX"	"48397"	6257	1054195	593.53345	578.82665	608.24025
	"Runnels County, TX"	"48399"	2312	171699	1346.54250	1291.65389	1401.43110
	"Rusk County, TX"	"48401"	8511	813454	1046.27920	1024.05054	1068.50786
	"Sabine County, TX"	"48403"	2662	168444	1580.34718	1520.31217	1640.38218
	"San Augustine County, TX"	"48405"	2169	142931	1517.51544	1453.65096	1581.37993
	"San Jacinto County, TX"	"48407"	4022	401208	1002.47253	971.49067	1033.45440
	"San Patricio County, TX"	"48409"	8887	1062590	836.35269	818.96395	853.74142
	"San Saba County, TX"	"48411"	1174	96319	1218.86647	1149.14314	1288.58981
	"Schleicher County, TX"	"48413"	490	50242	975.27965	888.92471	1061.63459
	"Scurry County, TX"	"48415"	2683	264624	1013.89141	975.52623	1052.25658
	"Shackelford County, TX"	"48417"	630	53357	1180.72605	1088.52520	1272.92691
	"Shelby County, TX"	"48419"	4860	406625	1195.20443	1161.60127	1228.80759
	"Sherman County, TX"	"48421"	428	49072	872.18781	789.55658	954.81903
	"Smith County, TX"	"48423"	28591	3148612	908.05091	897.52520	918.57663
	"Somervell County, TX"	"48425"	1232	125705	980.07239	925.34448	1034.80030
	"Starr County, TX"	"48427"	5168	937316	551.36155	536.32904	566.39405
	"Stephens County, TX"	"48429"	1852	151869	1219.47204	1163.93185	1275.01224
	"Sterling County, TX"	"48431"	202	19891	1015.53466	875.48724	1155.58209
	"Stonewall County, TX"	"48433"	383	23752	1612.49579	1451.00221	1773.98937
	"Sutton County, TX"	"48435"	555	66014	840.73075	770.78417	910.67734
	"Swisher County, TX"	"48437"	1291	127179	1015.10469	959.73096	1070.47843
	"Tarrant County, TX"	"48439"	166468	26923518	618.29958	615.32936	621.26981
	"Taylor County, TX"	"48441"	19301	2066707	933.90113	920.72563	947.07663
	"Terrell County, TX"	"48443"	179	15431	1160.00259	990.06537	1329.93981
	"Terry County, TX"	"48445"	1993	201498	989.09170	945.66679	1032.51662
	"Throckmorton County, TX"	"48447"	357	27026	1320.95020	1183.92248	1457.97791
	"Titus County, TX"	"48449"	4154	484900	856.67148	830.61971	882.72324
	"Tom Green County, TX"	"48451"	16050	1726137	929.82191	915.43663	944.20719
	"Travis County, TX"	"48453"	70316	15234968	461.54347	458.13200	464.95494
	"Trinity County, TX"	"48455"	3375	227880	1481.04265	1431.07525	1531.01005
	"Tyler County, TX"	"48457"	4065	339317	1197.99480	1161.16658	1234.82302
	"Upshur County, TX"	"48459"	6744	609082	1107.24008	1080.81361	1133.66654
	"Upton County, TX"	"48461"	508	52521	967.23215	883.12074	1051.34357
	"Uvalde County, TX"	"48463"	3723	421588	883.08965	854.72259	911.45671
	"Val Verde County, TX"	"48465"	5166	755803	683.51144	664.87236	702.15053
	"Van Zandt County, TX"	"48467"	9750	819812	1189.29706	1165.68988	1212.90424
	"Victoria County, TX"	"48469"	11724	1377883	850.87050	835.46834	866.27266
	"Walker County, TX"	"48471"	7216	1048274	688.36964	672.48675	704.25253
	"Waller County, TX"	"48473"	4242	627980	675.49922	655.17118	695.82726
	"Ward County, TX"	"48475"	1732	170577	1015.37722	967.55722	1063.19722
	"Washington County, TX"	"48477"	5710	516858	1104.75218	1076.09701	1133.40734
	"Webb County, TX"	"48479"	17386	3687062	471.54076	464.53144	478.55007
	"Wharton County, TX"	"48481"	6477	657242	985.48176	961.48140	1009.48211
	"Wheeler County, TX"	"48483"	1181	84464	1398.22883	1318.48275	1477.97492
	"Wichita County, TX"	"48485"	20728	2099668	987.20369	973.76416	1000.64322
	"Wilbarger County, TX"	"48487"	2772	220625	1256.43059	1209.65730	1303.20389
	"Willacy County, TX"	"48489"	2140	339467	630.40001	603.69053	657.10949
	"Williamson County, TX"	"48491"	26334	5819111	452.54335	447.07750	458.00920
	"Wilson County, TX"	"48493"	4896	627682	780.01281	758.16353	801.86209
	"Winkler County, TX"	"48495"	1180	113243	1042.00701	982.55238	1101.46165
	"Wise County, TX"	"48497"	7313	895967	816.21310	797.50577	834.92043
	"Wood County, TX"	"48499"	8830	643702	1371.75277	1343.14055	1400.36499
	"Yoakum County, TX"	"48501"	913	122383	746.01865	697.62700	794.41029
	"Young County, TX"	"48503"	4105	289850	1416.24978	1372.92471	1459.57486
