,Notes,County,County Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Race,Race Code,Hispanic Origin,Hispanic Origin Code,Deaths,Population,Crude Rate,% of Total Deaths,year,pct_total_deaths,deaths,population,crude_100k,county_id,state,county_code,CTYNAME,pop_merge_ind
358,,"Miami-Dade County, FL",12086.0,25-34 years,25-34,Male,M,White,2106-3,Hispanic or Latino,2135-2,11.0,101843.0,Unreliable,0.018%,2007,0.018,11.0,101843.0,10.8009386998,12086,FL,12086,Miami-Dade County,Miami-Dade County_2007
359,,"Miami-Dade County, FL",12086.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,16.0,121919.0,Unreliable,0.026%,2007,0.026,16.0,121919.0,13.12346722,12086,FL,12086,Miami-Dade County,Miami-Dade County_2007
360,,"Miami-Dade County, FL",12086.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,28504.0,Unreliable,0.023%,2007,0.023,14.0,28504.0,49.115913556,12086,FL,12086,Miami-Dade County,Miami-Dade County_2007
361,,"Miami-Dade County, FL",12086.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,12.0,26611.0,Unreliable,0.020%,2007,0.02,12.0,26611.0,45.0941340047,12086,FL,12086,Miami-Dade County,Miami-Dade County_2007
362,,"Miami-Dade County, FL",12086.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,26.0,99433.0,26.148,0.043%,2007,0.043,26.0,99433.0,26.1482606378,12086,FL,12086,Miami-Dade County,Miami-Dade County_2007
363,,"Miami-Dade County, FL",12086.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,25.0,29861.0,83.721,0.041%,2007,0.041,25.0,29861.0,83.7212417535,12086,FL,12086,Miami-Dade County,Miami-Dade County_2007
364,,"Miami-Dade County, FL",12086.0,55-64 years,55-64,Female,F,White,2106-3,Hispanic or Latino,2135-2,10.0,81348.0,Unreliable,0.016%,2007,0.016,10.0,81348.0,12.292865221,12086,FL,12086,Miami-Dade County,Miami-Dade County_2007
365,,"Miami-Dade County, FL",12086.0,55-64 years,55-64,Male,M,White,2106-3,Hispanic or Latino,2135-2,21.0,66926.0,31.378,0.034%,2007,0.034,21.0,66926.0,31.3779398141,12086,FL,12086,Miami-Dade County,Miami-Dade County_2007
366,,"Miami-Dade County, FL",12086.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,26291.0,Unreliable,0.020%,2007,0.02,12.0,26291.0,45.642995702,12086,FL,12086,Miami-Dade County,Miami-Dade County_2007
367,,"Monroe County, FL",12087.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,5813.0,Unreliable,0.028%,2007,0.028,17.0,5813.0,292.447961466,12087,FL,12087,Monroe County,Monroe County_2007
368,,"Orange County, FL",12095.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,17.0,41972.0,Unreliable,0.028%,2007,0.028,17.0,41972.0,40.5031926046,12095,FL,12095,Orange County,Orange County_2007
369,,"Orange County, FL",12095.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,43817.0,Unreliable,0.026%,2007,0.026,16.0,43817.0,36.5155076797,12095,FL,12095,Orange County,Orange County_2007
370,,"Orange County, FL",12095.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,22.0,41711.0,52.744,0.036%,2007,0.036,22.0,41711.0,52.7438805111,12095,FL,12095,Orange County,Orange County_2007
371,,"Orange County, FL",12095.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,36.0,43245.0,83.247,0.059%,2007,0.059,36.0,43245.0,83.2466181061,12095,FL,12095,Orange County,Orange County_2007
372,,"Orange County, FL",12095.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,11.0,30449.0,Unreliable,0.018%,2007,0.018,11.0,30449.0,36.1259811488,12095,FL,12095,Orange County,Orange County_2007
373,,"Orange County, FL",12095.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,18.0,29451.0,Unreliable,0.030%,2007,0.03,18.0,29451.0,61.1184679637,12095,FL,12095,Orange County,Orange County_2007
374,,"Palm Beach County, FL",12099.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,27.0,36900.0,73.171,0.044%,2007,0.044,27.0,36900.0,73.1707317073,12099,FL,12099,Palm Beach County,Palm Beach County_2007
375,,"Palm Beach County, FL",12099.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,13.0,33093.0,Unreliable,0.021%,2007,0.021,13.0,33093.0,39.2832321035,12099,FL,12099,Palm Beach County,Palm Beach County_2007
376,,"Palm Beach County, FL",12099.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,38.0,33467.0,113.545,0.062%,2007,0.062,38.0,33467.0,113.54468581,12099,FL,12099,Palm Beach County,Palm Beach County_2007
377,,"Palm Beach County, FL",12099.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,50563.0,Unreliable,0.030%,2007,0.03,18.0,50563.0,35.5991535312,12099,FL,12099,Palm Beach County,Palm Beach County_2007
378,,"Palm Beach County, FL",12099.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,54.0,50293.0,107.371,0.089%,2007,0.089,54.0,50293.0,107.370807071,12099,FL,12099,Palm Beach County,Palm Beach County_2007
379,,"Palm Beach County, FL",12099.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,32.0,60565.0,52.836,0.052%,2007,0.052,32.0,60565.0,52.835796252,12099,FL,12099,Palm Beach County,Palm Beach County_2007
380,,"Palm Beach County, FL",12099.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,73.0,58857.0,124.029,0.120%,2007,0.12,73.0,58857.0,124.029427256,12099,FL,12099,Palm Beach County,Palm Beach County_2007
381,,"Palm Beach County, FL",12099.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,21.0,61657.0,34.059,0.034%,2007,0.034,21.0,61657.0,34.0593930941,12099,FL,12099,Palm Beach County,Palm Beach County_2007
382,,"Palm Beach County, FL",12099.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,34.0,53116.0,64.011,0.056%,2007,0.056,34.0,53116.0,64.0108441901,12099,FL,12099,Palm Beach County,Palm Beach County_2007
383,,"Palm Beach County, FL",12099.0,65-74 years,65-74,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,44481.0,Unreliable,0.018%,2007,0.018,11.0,44481.0,24.7296598548,12099,FL,12099,Palm Beach County,Palm Beach County_2007
384,,"Pasco County, FL",12101.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,18945.0,Unreliable,0.018%,2007,0.018,11.0,18945.0,58.0628134072,12101,FL,12101,Pasco County,Pasco County_2007
385,,"Pasco County, FL",12101.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,18498.0,Unreliable,0.026%,2007,0.026,16.0,18498.0,86.4958373878,12101,FL,12101,Pasco County,Pasco County_2007
386,,"Pasco County, FL",12101.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,15.0,25173.0,Unreliable,0.025%,2007,0.025,15.0,25173.0,59.5876534382,12101,FL,12101,Pasco County,Pasco County_2007
387,,"Pasco County, FL",12101.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,18.0,25365.0,Unreliable,0.030%,2007,0.03,18.0,25365.0,70.9639266706,12101,FL,12101,Pasco County,Pasco County_2007
388,,"Pasco County, FL",12101.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,27292.0,Unreliable,0.030%,2007,0.03,18.0,27292.0,65.9533929357,12101,FL,12101,Pasco County,Pasco County_2007
389,,"Pasco County, FL",12101.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,40.0,26172.0,152.835,0.066%,2007,0.066,40.0,26172.0,152.835090937,12101,FL,12101,Pasco County,Pasco County_2007
390,,"Pasco County, FL",12101.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,13.0,27623.0,Unreliable,0.021%,2007,0.021,13.0,27623.0,47.0622307497,12101,FL,12101,Pasco County,Pasco County_2007
391,,"Pasco County, FL",12101.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,30.0,24289.0,123.513,0.049%,2007,0.049,30.0,24289.0,123.512701223,12101,FL,12101,Pasco County,Pasco County_2007
392,,"Pinellas County, FL",12103.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,18.0,35208.0,Unreliable,0.030%,2007,0.03,18.0,35208.0,51.1247443763,12103,FL,12103,Pinellas County,Pinellas County_2007
393,,"Pinellas County, FL",12103.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,16.0,34430.0,Unreliable,0.026%,2007,0.026,16.0,34430.0,46.4711007842,12103,FL,12103,Pinellas County,Pinellas County_2007
394,,"Pinellas County, FL",12103.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,26.0,34177.0,76.075,0.043%,2007,0.043,26.0,34177.0,76.074553062,12103,FL,12103,Pinellas County,Pinellas County_2007
395,,"Pinellas County, FL",12103.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,20.0,47735.0,41.898,0.033%,2007,0.033,20.0,47735.0,41.8979784225,12103,FL,12103,Pinellas County,Pinellas County_2007
396,,"Pinellas County, FL",12103.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,48.0,47944.0,100.117,0.079%,2007,0.079,48.0,47944.0,100.116802937,12103,FL,12103,Pinellas County,Pinellas County_2007
397,,"Pinellas County, FL",12103.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,46.0,62129.0,74.039,0.075%,2007,0.075,46.0,62129.0,74.0394984629,12103,FL,12103,Pinellas County,Pinellas County_2007
398,,"Pinellas County, FL",12103.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,72.0,59605.0,120.795,0.118%,2007,0.118,72.0,59605.0,120.795235299,12103,FL,12103,Pinellas County,Pinellas County_2007
399,,"Pinellas County, FL",12103.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,25.0,56936.0,43.909,0.041%,2007,0.041,25.0,56936.0,43.9089504004,12103,FL,12103,Pinellas County,Pinellas County_2007
400,,"Pinellas County, FL",12103.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,49.0,52393.0,93.524,0.080%,2007,0.08,49.0,52393.0,93.5239440383,12103,FL,12103,Pinellas County,Pinellas County_2007
401,,"Pinellas County, FL",12103.0,65-74 years,65-74,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,11.0,42585.0,Unreliable,0.018%,2007,0.018,11.0,42585.0,25.8306915581,12103,FL,12103,Pinellas County,Pinellas County_2007
402,,"Pinellas County, FL",12103.0,65-74 years,65-74,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,36398.0,Unreliable,0.016%,2007,0.016,10.0,36398.0,27.474037035,12103,FL,12103,Pinellas County,Pinellas County_2007
403,,"Polk County, FL",12105.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,19953.0,Unreliable,0.020%,2007,0.02,12.0,19953.0,60.1413321305,12105,FL,12105,Polk County,Polk County_2007
404,,"Polk County, FL",12105.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,12.0,24581.0,Unreliable,0.020%,2007,0.02,12.0,24581.0,48.8181929132,12105,FL,12105,Polk County,Polk County_2007
405,,"Polk County, FL",12105.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,14.0,28317.0,Unreliable,0.023%,2007,0.023,14.0,28317.0,49.4402655649,12105,FL,12105,Polk County,Polk County_2007
406,,"Polk County, FL",12105.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,22.0,27158.0,81.007,0.036%,2007,0.036,22.0,27158.0,81.0074379557,12105,FL,12105,Polk County,Polk County_2007
407,,"Polk County, FL",12105.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,21.0,26382.0,79.600,0.034%,2007,0.034,21.0,26382.0,79.5997270866,12105,FL,12105,Polk County,Polk County_2007
408,,"St. Johns County, FL",12109.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,12155.0,Unreliable,0.018%,2007,0.018,11.0,12155.0,90.4977375566,12109,FL,12109,St. Johns County,St. Johns County_2007
409,,"St. Lucie County, FL",12111.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,10834.0,Unreliable,0.016%,2007,0.016,10.0,10834.0,92.3020121839,12111,FL,12111,St. Lucie County,St. Lucie County_2007
410,,"St. Lucie County, FL",12111.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,12758.0,Unreliable,0.026%,2007,0.026,16.0,12758.0,125.411506506,12111,FL,12111,St. Lucie County,St. Lucie County_2007
411,,"Sarasota County, FL",12115.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,13646.0,Unreliable,0.016%,2007,0.016,10.0,13646.0,73.2815477063,12115,FL,12115,Sarasota County,Sarasota County_2007
412,,"Sarasota County, FL",12115.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,14.0,11784.0,Unreliable,0.023%,2007,0.023,14.0,11784.0,118.805159538,12115,FL,12115,Sarasota County,Sarasota County_2007
413,,"Sarasota County, FL",12115.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,17.0,23782.0,Unreliable,0.028%,2007,0.028,17.0,23782.0,71.4826339248,12115,FL,12115,Sarasota County,Sarasota County_2007
414,,"Sarasota County, FL",12115.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,26.0,21623.0,120.242,0.043%,2007,0.043,26.0,21623.0,120.242334551,12115,FL,12115,Sarasota County,Sarasota County_2007
415,,"Sarasota County, FL",12115.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,13.0,28630.0,Unreliable,0.021%,2007,0.021,13.0,28630.0,45.4069158226,12115,FL,12115,Sarasota County,Sarasota County_2007
416,,"Sarasota County, FL",12115.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,23652.0,Unreliable,0.018%,2007,0.018,11.0,23652.0,46.5076949095,12115,FL,12115,Sarasota County,Sarasota County_2007
417,,"Seminole County, FL",12117.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,11.0,22374.0,Unreliable,0.018%,2007,0.018,11.0,22374.0,49.1642084562,12117,FL,12117,Seminole County,Seminole County_2007
418,,"Seminole County, FL",12117.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,21487.0,Unreliable,0.016%,2007,0.016,10.0,21487.0,46.539768232,12117,FL,12117,Seminole County,Seminole County_2007
419,,"Seminole County, FL",12117.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,23975.0,Unreliable,0.021%,2007,0.021,13.0,23975.0,54.2231491137,12117,FL,12117,Seminole County,Seminole County_2007
420,,"Volusia County, FL",12127.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,18459.0,Unreliable,0.018%,2007,0.018,11.0,18459.0,59.5915271683,12127,FL,12127,Volusia County,Volusia County_2007
421,,"Volusia County, FL",12127.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,11.0,23510.0,Unreliable,0.018%,2007,0.018,11.0,23510.0,46.7886005955,12127,FL,12127,Volusia County,Volusia County_2007
422,,"Volusia County, FL",12127.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,23970.0,Unreliable,0.031%,2007,0.031,19.0,23970.0,79.2657488527,12127,FL,12127,Volusia County,Volusia County_2007
423,,"Volusia County, FL",12127.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,16.0,31172.0,Unreliable,0.026%,2007,0.026,16.0,31172.0,51.328114975,12127,FL,12127,Volusia County,Volusia County_2007
424,,"Volusia County, FL",12127.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,21.0,29709.0,70.686,0.034%,2007,0.034,21.0,29709.0,70.6856508129,12127,FL,12127,Volusia County,Volusia County_2007
425,,"Volusia County, FL",12127.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,18.0,27639.0,Unreliable,0.030%,2007,0.03,18.0,27639.0,65.1253663302,12127,FL,12127,Volusia County,Volusia County_2007
426,,"Chatham County, GA",13051.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,9368.0,Unreliable,0.018%,2007,0.018,11.0,9368.0,117.421007686,13051,GA,13051,Chatham County,Chatham County_2007
427,,"Cobb County, GA",13067.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,34945.0,Unreliable,0.016%,2007,0.016,10.0,34945.0,28.6163971956,13067,GA,13067,Cobb County,Cobb County_2007
428,,"Cobb County, GA",13067.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,16.0,33457.0,Unreliable,0.026%,2007,0.026,16.0,33457.0,47.8225782347,13067,GA,13067,Cobb County,Cobb County_2007
429,,"DeKalb County, GA",13089.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,15323.0,Unreliable,0.018%,2007,0.018,11.0,15323.0,71.7875089734,13089,GA,13089,DeKalb County,DeKalb County_2007
430,,"DeKalb County, GA",13089.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,12347.0,Unreliable,0.018%,2007,0.018,11.0,12347.0,89.09046732,13089,GA,13089,DeKalb County,DeKalb County_2007
431,,"Fulton County, GA",13121.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,23387.0,Unreliable,0.016%,2007,0.016,10.0,23387.0,42.7587976226,13121,GA,13121,Fulton County,Fulton County_2007
432,,"Fulton County, GA",13121.0,35-44 years,35-44,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,10.0,25815.0,Unreliable,0.016%,2007,0.016,10.0,25815.0,38.737168313,13121,GA,13121,Fulton County,Fulton County_2007
433,,"Fulton County, GA",13121.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,34548.0,Unreliable,0.021%,2007,0.021,13.0,34548.0,37.6288062985,13121,GA,13121,Fulton County,Fulton County_2007
434,,"Fulton County, GA",13121.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,16.0,23347.0,Unreliable,0.026%,2007,0.026,16.0,23347.0,68.5312888166,13121,GA,13121,Fulton County,Fulton County_2007
435,,"Fulton County, GA",13121.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,19.0,31091.0,Unreliable,0.031%,2007,0.031,19.0,31091.0,61.1109324242,13121,GA,13121,Fulton County,Fulton County_2007
436,,"Fulton County, GA",13121.0,55-64 years,55-64,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,12.0,16113.0,Unreliable,0.020%,2007,0.02,12.0,16113.0,74.474027183,13121,GA,13121,Fulton County,Fulton County_2007
437,,"Fulton County, GA",13121.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,21929.0,Unreliable,0.018%,2007,0.018,11.0,21929.0,50.1618860869,13121,GA,13121,Fulton County,Fulton County_2007
438,,"Gwinnett County, GA",13135.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,21264.0,Unreliable,0.018%,2007,0.018,11.0,21264.0,51.7306245297,13135,GA,13135,Gwinnett County,Gwinnett County_2007
439,,"Honolulu County, HI",15003.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,15990.0,Unreliable,0.016%,2007,0.016,10.0,15990.0,62.5390869293,15003,HI,15003,Honolulu County,Honolulu County_2007
440,,"Honolulu County, HI",15003.0,45-54 years,45-54,Male,M,Asian or Pacific Islander,A-PI,Not Hispanic or Latino,2186-2,13.0,43928.0,Unreliable,0.021%,2007,0.021,13.0,43928.0,29.593880896,15003,HI,15003,Honolulu County,Honolulu County_2007
441,,"Honolulu County, HI",15003.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,30.0,15978.0,187.758,0.049%,2007,0.049,30.0,15978.0,187.75816748,15003,HI,15003,Honolulu County,Honolulu County_2007
442,,"Honolulu County, HI",15003.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,13.0,14101.0,Unreliable,0.021%,2007,0.021,13.0,14101.0,92.1920431175,15003,HI,15003,Honolulu County,Honolulu County_2007
443,,"Ada County, ID",16001.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,24628.0,Unreliable,0.016%,2007,0.016,10.0,24628.0,40.6041903524,16001,ID,16001,Ada County,Ada County_2007
444,,"Ada County, ID",16001.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,12.0,24496.0,Unreliable,0.020%,2007,0.02,12.0,24496.0,48.9875898106,16001,ID,16001,Ada County,Ada County_2007
445,,"Ada County, ID",16001.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,17723.0,Unreliable,0.016%,2007,0.016,10.0,17723.0,56.4238560063,16001,ID,16001,Ada County,Ada County_2007
446,,"Cook County, IL",17031.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,21.0,138117.0,15.205,0.034%,2007,0.034,21.0,138117.0,15.2045005322,17031,IL,17031,Cook County,Cook County_2007
447,,"Cook County, IL",17031.0,25-34 years,25-34,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,10.0,176442.0,Unreliable,0.016%,2007,0.016,10.0,176442.0,5.66758481541,17031,IL,17031,Cook County,Cook County_2007
448,,"Cook County, IL",17031.0,25-34 years,25-34,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,15.0,73781.0,Unreliable,0.025%,2007,0.025,15.0,73781.0,20.3304373755,17031,IL,17031,Cook County,Cook County_2007
449,,"Cook County, IL",17031.0,25-34 years,25-34,Male,M,White,2106-3,Hispanic or Latino,2135-2,24.0,110817.0,21.657,0.039%,2007,0.039,24.0,110817.0,21.6573269444,17031,IL,17031,Cook County,Cook County_2007
450,,"Cook County, IL",17031.0,25-34 years,25-34,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,50.0,178860.0,27.955,0.082%,2007,0.082,50.0,178860.0,27.9548250028,17031,IL,17031,Cook County,Cook County_2007
451,,"Cook County, IL",17031.0,35-44 years,35-44,Female,F,Black or African American,2054-5,Not Hispanic or Latino,2186-2,32.0,101434.0,31.548,0.052%,2007,0.052,32.0,101434.0,31.5476073112,17031,IL,17031,Cook County,Cook County_2007
452,,"Cook County, IL",17031.0,35-44 years,35-44,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,27.0,159287.0,16.951,0.044%,2007,0.044,27.0,159287.0,16.9505358253,17031,IL,17031,Cook County,Cook County_2007
453,,"Cook County, IL",17031.0,35-44 years,35-44,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,42.0,78111.0,53.770,0.069%,2007,0.069,42.0,78111.0,53.7696355187,17031,IL,17031,Cook County,Cook County_2007
454,,"Cook County, IL",17031.0,35-44 years,35-44,Male,M,White,2106-3,Hispanic or Latino,2135-2,30.0,85060.0,35.269,0.049%,2007,0.049,30.0,85060.0,35.2692217258,17031,IL,17031,Cook County,Cook County_2007
455,,"Cook County, IL",17031.0,35-44 years,35-44,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,69.0,167224.0,41.262,0.113%,2007,0.113,69.0,167224.0,41.2620198058,17031,IL,17031,Cook County,Cook County_2007
456,,"Cook County, IL",17031.0,45-54 years,45-54,Female,F,Black or African American,2054-5,Not Hispanic or Latino,2186-2,40.0,105536.0,37.902,0.066%,2007,0.066,40.0,105536.0,37.9017586416,17031,IL,17031,Cook County,Cook County_2007
457,,"Cook County, IL",17031.0,45-54 years,45-54,Female,F,White,2106-3,Hispanic or Latino,2135-2,10.0,54257.0,Unreliable,0.016%,2007,0.016,10.0,54257.0,18.4308015556,17031,IL,17031,Cook County,Cook County_2007
458,,"Cook County, IL",17031.0,45-54 years,45-54,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,47.0,185603.0,25.323,0.077%,2007,0.077,47.0,185603.0,25.3228665485,17031,IL,17031,Cook County,Cook County_2007
459,,"Cook County, IL",17031.0,45-54 years,45-54,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,85.0,82250.0,103.343,0.139%,2007,0.139,85.0,82250.0,103.343465046,17031,IL,17031,Cook County,Cook County_2007
460,,"Cook County, IL",17031.0,45-54 years,45-54,Male,M,White,2106-3,Hispanic or Latino,2135-2,18.0,57111.0,Unreliable,0.030%,2007,0.03,18.0,57111.0,31.5175710459,17031,IL,17031,Cook County,Cook County_2007
461,,"Cook County, IL",17031.0,45-54 years,45-54,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,90.0,183107.0,49.152,0.148%,2007,0.148,90.0,183107.0,49.1515889616,17031,IL,17031,Cook County,Cook County_2007
462,,"Cook County, IL",17031.0,55-64 years,55-64,Female,F,Black or African American,2054-5,Not Hispanic or Latino,2186-2,15.0,74371.0,Unreliable,0.025%,2007,0.025,15.0,74371.0,20.1691519544,17031,IL,17031,Cook County,Cook County_2007
463,,"Cook County, IL",17031.0,55-64 years,55-64,Female,F,White,2106-3,Not Hispanic or Latino,2186-2,18.0,152032.0,Unreliable,0.030%,2007,0.03,18.0,152032.0,11.8396127131,17031,IL,17031,Cook County,Cook County_2007
464,,"Cook County, IL",17031.0,55-64 years,55-64,Male,M,Black or African American,2054-5,Not Hispanic or Latino,2186-2,30.0,54937.0,54.608,0.049%,2007,0.049,30.0,54937.0,54.6080055336,17031,IL,17031,Cook County,Cook County_2007
465,,"Cook County, IL",17031.0,55-64 years,55-64,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,27.0,141086.0,19.137,0.044%,2007,0.044,27.0,141086.0,19.1372637965,17031,IL,17031,Cook County,Cook County_2007
466,,"Cook County, IL",17031.0,65-74 years,65-74,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,79164.0,Unreliable,0.018%,2007,0.018,11.0,79164.0,13.8952048911,17031,IL,17031,Cook County,Cook County_2007
467,,"Cook County, IL",17031.0,75-84 years,75-84,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,11.0,57551.0,Unreliable,0.018%,2007,0.018,11.0,57551.0,19.1134819551,17031,IL,17031,Cook County,Cook County_2007
468,,"DuPage County, IL",17043.0,15-24 years,15-24,Male,M,White,2106-3,Not Hispanic or Latino,2186-2,10.0,43158.0,Unreliable,0.016%,2007,0.016,10.0,43158.0,23.1706751935,17043,IL,17043,DuPage County,DuPage County_2007
